,aap,adsk,avgo,bud,chtr,cmcsa,crc,dltr,dspg,fb,goog,lbrdk,low,lsxma,lyb,mar,mgm,mpc,pcln,portfolioreturn,portfoliostandarddeviation,px,sbac,stz,unp,wlk,returnoverrisk
114,0.01,0.02,0.01,0.04,0.01,0.03,0.12,0.05,0.01,0.14,0.01,0.06,0.04,0.01,0.04,0.02,0.09,0.02,0.03,0.0902807461711,0.00755990237595,0.04,0.05,0.03,0.1,0.02,11.9420518522
115,0.03,0.04,0.07,0.02,0.03,0.02,0.09,0.01,0.04,0.04,0.06,0.04,0.01,0.02,0.06,0.15,0.08,0.01,0.01,0.11693258804,0.00748680618659,0.02,0.04,0.01,0.02,0.08,15.6184873931
116,0.01,0.03,0.04,0.09,0.01,0.05,0.02,0.01,0.07,0.03,0.03,0.02,0.03,0.04,0.05,0.01,0.06,0.12,0.01,0.141495530725,0.00609399397718,0.02,0.01,0.07,0.07,0.1,23.2188497814
117,0.08,0.03,0.02,0.02,0.07,0.07,0.06,0.02,0.09,0.04,0.01,0.01,0.01,0.05,0.02,0.06,0.02,0.03,0.08,0.0834938767962,0.00702179750163,0.01,0.04,0.01,0.03,0.12,11.8906699854
118,0.03,0.09,0.02,0.01,0.18,0.01,0.2,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.02,0.04,0.05,0.04,0.02,0.038172577904,0.00820594044888,0.09,0.01,0.01,0.02,0.03,4.65182243788
119,0.02,0.06,0.03,0.03,0.08,0.01,0.09,0.06,0.03,0.01,0.06,0.03,0.08,0.05,0.06,0.03,0.01,0.01,0.04,0.0947682616652,0.0077886703619,0.01,0.06,0.02,0.01,0.11,12.1674505739
120,0.02,0.14,0.1,0.02,0.14,0.05,0.01,0.05,0.01,0.02,0.01,0.1,0.01,0.01,0.01,0.01,0.02,0.06,0.02,0.15178715582,0.00729863082961,0.03,0.01,0.06,0.02,0.07,20.7966616429
121,0.05,0.02,0.03,0.02,0.09,0.02,0.02,0.01,0.04,0.08,0.02,0.09,0.01,0.07,0.01,0.04,0.03,0.08,0.01,0.130285945396,0.00968136174954,0.06,0.13,0.03,0.02,0.02,13.4573987386
122,0.12,0.02,0.04,0.08,0.01,0.07,0.03,0.13,0.03,0.06,0.01,0.03,0.05,0.02,0.01,0.02,0.03,0.01,0.01,0.0682907954642,0.00916704007188,0.06,0.11,0.03,0.01,0.01,7.44960149936
123,0.05,0.05,0.02,0.04,0.1,0.15,0.03,0.04,0.09,0.01,0.02,0.01,0.01,0.03,0.01,0.04,0.04,0.03,0.07,0.0962021186791,0.00697324062226,0.07,0.01,0.04,0.02,0.02,13.7958983334
124,0.02,0.07,0.04,0.02,0.03,0.01,0.04,0.02,0.04,0.05,0.07,0.01,0.02,0.01,0.03,0.13,0.02,0.04,0.01,0.15712325074,0.00788787663531,0.13,0.06,0.04,0.03,0.06,19.9195877426
125,0.01,0.06,0.01,0.1,0.03,0.05,0.01,0.01,0.06,0.02,0.05,0.02,0.04,0.02,0.09,0.01,0.09,0.03,0.03,0.138451634075,0.00839229152324,0.03,0.08,0.02,0.12,0.01,16.4974767251
126,0.08,0.04,0.02,0.03,0.01,0.01,0.07,0.03,0.05,0.04,0.01,0.05,0.02,0.07,0.08,0.01,0.06,0.03,0.03,0.0728312921091,0.00698329682988,0.01,0.02,0.05,0.11,0.07,10.4293564893
127,0.02,0.01,0.02,0.01,0.01,0.12,0.01,0.07,0.09,0.09,0.01,0.05,0.01,0.15,0.04,0.05,0.06,0.03,0.03,0.127407550694,0.00788897343475,0.02,0.07,0.01,0.01,0.01,16.1500798232
128,0.03,0.06,0.03,0.05,0.02,0.02,0.08,0.01,0.02,0.02,0.09,0.01,0.15,0.01,0.08,0.04,0.02,0.01,0.08,0.0794032256032,0.00803821062658,0.02,0.06,0.03,0.05,0.01,9.87822157094
129,0.03,0.1,0.02,0.05,0.1,0.05,0.05,0.02,0.01,0.04,0.03,0.1,0.01,0.03,0.05,0.03,0.13,0.01,0.02,0.122981087498,0.00695240197748,0.02,0.01,0.02,0.03,0.04,17.6890070362
130,0.04,0.05,0.01,0.02,0.04,0.02,0.03,0.09,0.12,0.07,0.14,0.01,0.09,0.02,0.03,0.05,0.02,0.02,0.01,0.122741704884,0.00726624689983,0.01,0.02,0.05,0.01,0.03,16.8920360918
131,0.02,0.06,0.01,0.01,0.02,0.03,0.07,0.04,0.02,0.02,0.03,0.01,0.06,0.01,0.04,0.03,0.04,0.08,0.04,0.132454426647,0.00982498967266,0.03,0.13,0.1,0.01,0.09,13.4813807505
132,0.02,0.07,0.06,0.01,0.15,0.12,0.02,0.02,0.01,0.05,0.05,0.04,0.01,0.07,0.08,0.02,0.04,0.02,0.01,0.116866492183,0.00782656957761,0.01,0.03,0.01,0.05,0.03,14.9320198362
133,0.04,0.01,0.02,0.02,0.07,0.04,0.1,0.03,0.04,0.01,0.08,0.01,0.01,0.02,0.07,0.01,0.02,0.01,0.04,0.0675228471563,0.00799253355679,0.04,0.03,0.05,0.14,0.09,8.4482406832
134,0.01,0.04,0.06,0.02,0.06,0.03,0.1,0.08,0.01,0.01,0.01,0.07,0.06,0.03,0.01,0.01,0.04,0.01,0.04,0.101146338407,0.00815901504695,0.05,0.05,0.13,0.02,0.05,12.3968809746
135,0.02,0.01,0.01,0.06,0.08,0.03,0.02,0.02,0.03,0.04,0.03,0.01,0.11,0.09,0.05,0.04,0.07,0.06,0.05,0.117302740052,0.00666455735357,0.05,0.02,0.01,0.04,0.05,17.6009799044
136,0.01,0.02,0.05,0.05,0.06,0.05,0.06,0.02,0.1,0.02,0.04,0.03,0.05,0.02,0.05,0.05,0.03,0.1,0.05,0.104646731454,0.00676059792799,0.03,0.01,0.06,0.03,0.01,15.4789165942
137,0.04,0.01,0.03,0.02,0.1,0.03,0.02,0.13,0.04,0.01,0.01,0.01,0.01,0.03,0.07,0.05,0.09,0.04,0.08,0.11994372931,0.00736913248759,0.05,0.02,0.02,0.01,0.08,16.2765060218
138,0.01,0.01,0.02,0.02,0.06,0.02,0.03,0.03,0.02,0.07,0.08,0.06,0.04,0.01,0.03,0.01,0.05,0.01,0.04,0.141406331189,0.0074965759728,0.2,0.01,0.1,0.06,0.01,18.8627890522
139,0.05,0.01,0.07,0.02,0.02,0.01,0.1,0.02,0.1,0.01,0.01,0.04,0.03,0.05,0.09,0.03,0.02,0.01,0.08,0.0697844746923,0.00969343840938,0.03,0.12,0.01,0.03,0.04,7.19914562254
140,0.06,0.03,0.03,0.07,0.01,0.06,0.06,0.06,0.04,0.03,0.05,0.04,0.04,0.01,0.02,0.02,0.02,0.05,0.04,0.0840107520138,0.00731224051457,0.07,0.04,0.1,0.04,0.01,11.4890575394
141,0.01,0.07,0.03,0.03,0.01,0.02,0.15,0.02,0.04,0.01,0.15,0.01,0.04,0.01,0.03,0.06,0.05,0.03,0.01,0.0670596497285,0.00797518235672,0.02,0.04,0.01,0.12,0.03,8.40854123818
142,0.01,0.02,0.09,0.01,0.01,0.04,0.06,0.01,0.06,0.08,0.01,0.04,0.01,0.01,0.08,0.04,0.05,0.03,0.02,0.143232374912,0.00857158248529,0.06,0.06,0.16,0.03,0.01,16.710143682
143,0.04,0.02,0.03,0.01,0.03,0.03,0.01,0.08,0.04,0.01,0.03,0.03,0.02,0.03,0.05,0.14,0.1,0.06,0.09,0.132723467401,0.00735562326164,0.03,0.02,0.05,0.04,0.01,18.0438098419
144,0.13,0.04,0.09,0.05,0.04,0.03,0.11,0.02,0.07,0.01,0.04,0.01,0.03,0.01,0.02,0.04,0.01,0.11,0.04,0.0152921525856,0.00671222974554,0.03,0.01,0.01,0.01,0.04,2.27825225973
145,0.07,0.01,0.03,0.05,0.02,0.03,0.02,0.06,0.01,0.03,0.03,0.04,0.05,0.05,0.08,0.01,0.01,0.02,0.12,0.0813829958189,0.00674203647337,0.01,0.01,0.02,0.11,0.11,12.0709812444
146,0.01,0.03,0.04,0.04,0.03,0.01,0.05,0.04,0.12,0.03,0.01,0.16,0.01,0.11,0.04,0.01,0.05,0.08,0.02,0.112055480771,0.00651900170819,0.05,0.01,0.03,0.01,0.01,17.189055286
147,0.06,0.07,0.13,0.05,0.01,0.04,0.03,0.04,0.01,0.04,0.11,0.03,0.06,0.01,0.07,0.01,0.01,0.01,0.01,0.103647023012,0.00750983903544,0.09,0.03,0.05,0.02,0.01,13.8014972789
148,0.02,0.04,0.02,0.1,0.01,0.06,0.01,0.03,0.02,0.03,0.13,0.06,0.07,0.01,0.01,0.08,0.01,0.05,0.01,0.141289895155,0.00889754902743,0.04,0.11,0.05,0.01,0.02,15.879642216
149,0.03,0.06,0.14,0.08,0.06,0.01,0.05,0.04,0.05,0.04,0.01,0.01,0.03,0.01,0.03,0.07,0.02,0.04,0.03,0.123749844919,0.00874931994793,0.04,0.09,0.02,0.02,0.02,14.1439386896
150,0.02,0.01,0.08,0.11,0.02,0.03,0.06,0.07,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0.1,0.04,0.12,0.03,0.111972435342,0.0063809769691,0.06,0.02,0.01,0.03,0.08,17.5478513532
151,0.06,0.03,0.01,0.03,0.02,0.07,0.06,0.05,0.01,0.03,0.04,0.02,0.1,0.01,0.05,0.06,0.01,0.08,0.02,0.088754944039,0.00622940862265,0.01,0.01,0.01,0.02,0.19,14.2477319141
152,0.06,0.12,0.01,0.01,0.08,0.06,0.02,0.02,0.05,0.03,0.02,0.01,0.02,0.01,0.15,0.05,0.04,0.03,0.01,0.1270238811,0.00705654137276,0.03,0.02,0.01,0.03,0.11,18.0008696031
153,0.05,0.01,0.06,0.02,0.03,0.05,0.02,0.15,0.11,0.01,0.01,0.02,0.04,0.02,0.05,0.01,0.03,0.02,0.11,0.0994060165884,0.0076398365973,0.01,0.04,0.02,0.04,0.07,13.0115370037
154,0.02,0.01,0.01,0.09,0.03,0.08,0.02,0.04,0.01,0.04,0.12,0.07,0.04,0.02,0.04,0.02,0.01,0.04,0.02,0.114851059121,0.00662967461122,0.05,0.02,0.03,0.08,0.09,17.3237852317
155,0.04,0.03,0.08,0.05,0.09,0.02,0.04,0.02,0.07,0.06,0.08,0.04,0.02,0.1,0.01,0.02,0.02,0.04,0.02,0.107356903816,0.00689554972417,0.01,0.02,0.02,0.04,0.06,15.5690130751
156,0.02,0.01,0.03,0.01,0.02,0.02,0.15,0.04,0.17,0.01,0.02,0.03,0.01,0.03,0.02,0.06,0.07,0.03,0.09,0.0700087018638,0.00744676962616,0.02,0.01,0.09,0.02,0.02,9.40121762568
157,0.03,0.05,0.06,0.02,0.02,0.04,0.06,0.08,0.01,0.01,0.01,0.06,0.03,0.03,0.12,0.02,0.03,0.06,0.02,0.0986384992536,0.00657318598472,0.04,0.01,0.02,0.05,0.12,15.006193265
158,0.01,0.03,0.07,0.07,0.01,0.05,0.03,0.05,0.06,0.03,0.08,0.01,0.01,0.15,0.06,0.06,0.02,0.01,0.01,0.123432192634,0.00710964822332,0.03,0.01,0.08,0.04,0.02,17.3612236156
159,0.01,0.01,0.02,0.04,0.01,0.01,0.14,0.01,0.03,0.09,0.08,0.02,0.02,0.05,0.01,0.04,0.03,0.21,0.02,0.0686275080885,0.00674009402116,0.06,0.01,0.03,0.03,0.02,10.1819808259
160,0.03,0.03,0.14,0.02,0.05,0.01,0.1,0.02,0.02,0.01,0.08,0.05,0.14,0.07,0.01,0.03,0.01,0.02,0.02,0.0680238174642,0.00841871388984,0.01,0.07,0.02,0.02,0.02,8.08007236667
161,0.07,0.01,0.04,0.01,0.03,0.03,0.07,0.01,0.07,0.01,0.05,0.16,0.01,0.05,0.05,0.01,0.04,0.06,0.06,0.0662592186667,0.00670895871951,0.04,0.02,0.04,0.02,0.04,9.87622989452
162,0.02,0.17,0.01,0.06,0.03,0.01,0.04,0.02,0.05,0.01,0.02,0.03,0.03,0.08,0.18,0.05,0.01,0.02,0.04,0.125798295607,0.00699650849398,0.05,0.01,0.02,0.01,0.03,17.9801533458
163,0.03,0.02,0.03,0.11,0.02,0.03,0.12,0.07,0.06,0.01,0.12,0.02,0.04,0.03,0.03,0.02,0.02,0.01,0.09,0.0523645907466,0.00686469515338,0.02,0.03,0.01,0.01,0.05,7.62810140532
164,0.06,0.04,0.01,0.01,0.09,0.11,0.03,0.01,0.05,0.03,0.02,0.01,0.03,0.01,0.01,0.01,0.06,0.12,0.05,0.109209314367,0.00716093728041,0.06,0.02,0.12,0.01,0.03,15.2507011429
165,0.2,0.03,0.01,0.05,0.02,0.02,0.07,0.04,0.06,0.07,0.02,0.03,0.05,0.03,0.02,0.02,0.02,0.01,0.08,0.00396043493198,0.00671818199441,0.01,0.01,0.02,0.04,0.07,0.589509920285
166,0.06,0.07,0.04,0.06,0.01,0.01,0.06,0.01,0.02,0.09,0.05,0.01,0.09,0.04,0.04,0.06,0.01,0.07,0.03,0.0901012359151,0.0065238511368,0.05,0.01,0.01,0.06,0.04,13.8110502563
167,0.12,0.06,0.04,0.04,0.02,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.04,0.04,0.06,0.08,0.02,0.03,0.02,0.0972408715437,0.00928843694712,0.01,0.08,0.18,0.05,0.01,10.4690242392
168,0.02,0.02,0.03,0.05,0.02,0.07,0.03,0.1,0.08,0.01,0.05,0.01,0.1,0.01,0.05,0.03,0.02,0.01,0.05,0.117001289876,0.00685617507852,0.06,0.02,0.05,0.02,0.09,17.0650965788
169,0.02,0.06,0.01,0.04,0.03,0.02,0.02,0.03,0.15,0.03,0.02,0.01,0.11,0.03,0.05,0.02,0.02,0.09,0.09,0.129289734561,0.00663904394862,0.04,0.02,0.05,0.01,0.03,19.4741495253
170,0.01,0.01,0.03,0.09,0.01,0.06,0.02,0.02,0.04,0.05,0.04,0.05,0.01,0.03,0.04,0.02,0.14,0.02,0.02,0.143486292096,0.00760823046601,0.03,0.06,0.05,0.12,0.03,18.8593514269
171,0.03,0.01,0.01,0.01,0.04,0.02,0.03,0.07,0.01,0.03,0.05,0.06,0.01,0.03,0.04,0.06,0.03,0.05,0.06,0.130931433133,0.00762943864042,0.1,0.03,0.13,0.05,0.04,17.1613455857
172,0.01,0.03,0.05,0.19,0.05,0.04,0.01,0.01,0.1,0.01,0.05,0.03,0.03,0.03,0.01,0.05,0.14,0.02,0.01,0.147598823468,0.00614146511607,0.07,0.02,0.01,0.02,0.01,24.0331615793
173,0.01,0.05,0.04,0.02,0.06,0.06,0.02,0.02,0.01,0.03,0.03,0.18,0.11,0.01,0.04,0.02,0.02,0.05,0.05,0.121738018574,0.00861356796608,0.03,0.1,0.01,0.02,0.01,14.1332858872
174,0.09,0.01,0.05,0.05,0.03,0.06,0.12,0.01,0.01,0.09,0.04,0.05,0.04,0.02,0.02,0.04,0.1,0.01,0.02,0.0480372922529,0.00667154270112,0.03,0.01,0.01,0.01,0.08,7.2003274812
175,0.02,0.04,0.04,0.02,0.08,0.13,0.01,0.01,0.08,0.04,0.01,0.01,0.02,0.04,0.02,0.04,0.05,0.1,0.08,0.130133689806,0.00655469695351,0.05,0.01,0.03,0.02,0.05,19.8535021114
176,0.04,0.1,0.01,0.02,0.02,0.01,0.14,0.01,0.01,0.02,0.02,0.02,0.01,0.05,0.02,0.1,0.04,0.07,0.01,0.0899907659716,0.00816929672981,0.07,0.06,0.11,0.01,0.03,11.0157298661
177,0.04,0.01,0.06,0.1,0.04,0.02,0.13,0.03,0.02,0.04,0.06,0.06,0.01,0.01,0.12,0.06,0.01,0.01,0.05,0.0430755125922,0.00724906263937,0.01,0.03,0.02,0.04,0.02,5.94221828879
178,0.02,0.01,0.02,0.02,0.04,0.05,0.14,0.08,0.05,0.01,0.03,0.05,0.05,0.02,0.02,0.08,0.06,0.01,0.01,0.0699718287684,0.00757368862638,0.07,0.02,0.09,0.02,0.03,9.23880452712
179,0.02,0.02,0.06,0.03,0.01,0.07,0.03,0.02,0.01,0.06,0.04,0.05,0.01,0.05,0.02,0.08,0.05,0.04,0.08,0.12758190706,0.00791535122268,0.06,0.07,0.03,0.07,0.02,16.1182875492
180,0.15,0.03,0.03,0.07,0.01,0.01,0.04,0.01,0.02,0.01,0.14,0.01,0.11,0.01,0.08,0.03,0.03,0.01,0.03,0.0369515781638,0.0069302191708,0.11,0.01,0.01,0.02,0.02,5.3319494309
181,0.07,0.04,0.03,0.05,0.01,0.03,0.01,0.01,0.05,0.02,0.06,0.09,0.04,0.01,0.06,0.09,0.05,0.06,0.05,0.107452998761,0.00727791838287,0.01,0.05,0.01,0.08,0.02,14.7642489387
182,0.03,0.01,0.09,0.03,0.01,0.02,0.04,0.02,0.01,0.05,0.03,0.01,0.01,0.07,0.01,0.01,0.16,0.07,0.01,0.140215780583,0.00819520634734,0.05,0.08,0.07,0.07,0.04,17.1094875028
183,0.09,0.01,0.05,0.03,0.02,0.01,0.1,0.03,0.02,0.03,0.04,0.04,0.01,0.01,0.02,0.03,0.01,0.16,0.1,0.0394839257091,0.0067914291315,0.01,0.01,0.07,0.06,0.04,5.81378748782
184,0.01,0.03,0.01,0.02,0.03,0.04,0.05,0.01,0.08,0.15,0.01,0.11,0.03,0.02,0.03,0.04,0.06,0.04,0.13,0.129563779618,0.00700977447211,0.02,0.04,0.01,0.01,0.02,18.4833021567
185,0.01,0.03,0.02,0.07,0.01,0.02,0.16,0.04,0.02,0.05,0.02,0.05,0.03,0.03,0.1,0.04,0.05,0.06,0.05,0.0552168721068,0.00874097714247,0.01,0.1,0.01,0.01,0.01,6.31701367099
186,0.02,0.04,0.04,0.01,0.11,0.04,0.07,0.02,0.04,0.02,0.02,0.01,0.03,0.02,0.15,0.02,0.02,0.11,0.09,0.0837449752802,0.00717326259081,0.02,0.01,0.02,0.03,0.04,11.674600535
187,0.04,0.02,0.04,0.01,0.05,0.01,0.05,0.1,0.03,0.02,0.02,0.01,0.04,0.03,0.04,0.07,0.01,0.16,0.05,0.0945688140383,0.00740798034275,0.01,0.03,0.04,0.07,0.05,12.7658025079
188,0.04,0.06,0.02,0.07,0.02,0.04,0.04,0.12,0.09,0.02,0.07,0.03,0.01,0.05,0.05,0.04,0.04,0.01,0.03,0.108822908183,0.00723858421686,0.03,0.02,0.07,0.02,0.01,15.033728271
189,0.02,0.01,0.05,0.02,0.02,0.12,0.02,0.03,0.05,0.01,0.04,0.01,0.04,0.04,0.14,0.02,0.13,0.01,0.04,0.119219685286,0.00702652712283,0.07,0.02,0.03,0.03,0.03,16.9670853327
190,0.03,0.02,0.05,0.14,0.05,0.07,0.05,0.04,0.01,0.04,0.03,0.05,0.05,0.1,0.02,0.05,0.01,0.02,0.03,0.0881541454051,0.00782412818967,0.03,0.08,0.01,0.01,0.01,11.2669607742
191,0.03,0.01,0.01,0.03,0.02,0.02,0.02,0.07,0.08,0.02,0.11,0.1,0.04,0.01,0.02,0.1,0.03,0.02,0.07,0.130427312465,0.0072589931055,0.02,0.05,0.01,0.03,0.08,17.9676865055
192,0.01,0.16,0.02,0.01,0.09,0.01,0.02,0.02,0.02,0.04,0.02,0.04,0.01,0.02,0.03,0.09,0.07,0.1,0.09,0.164091813653,0.00726018610198,0.01,0.03,0.01,0.04,0.04,22.6015988224
193,0.09,0.01,0.09,0.07,0.03,0.04,0.1,0.06,0.03,0.01,0.02,0.04,0.05,0.03,0.02,0.04,0.03,0.07,0.01,0.0393574188424,0.00720016641449,0.02,0.05,0.01,0.02,0.06,5.46618183201
194,0.14,0.07,0.06,0.1,0.01,0.01,0.03,0.05,0.05,0.1,0.07,0.01,0.01,0.03,0.01,0.04,0.02,0.01,0.03,0.0699897526706,0.00741085549083,0.01,0.05,0.01,0.07,0.01,9.44422040846
195,0.04,0.07,0.07,0.04,0.01,0.09,0.04,0.02,0.07,0.04,0.05,0.04,0.1,0.01,0.06,0.03,0.01,0.06,0.04,0.0986207370979,0.00682094670654,0.02,0.03,0.01,0.01,0.04,14.4585116027
196,0.01,0.06,0.01,0.02,0.01,0.13,0.04,0.03,0.03,0.02,0.13,0.04,0.01,0.09,0.06,0.01,0.01,0.02,0.01,0.119875344158,0.00712182678307,0.04,0.04,0.04,0.03,0.11,16.8321061168
197,0.05,0.07,0.05,0.01,0.02,0.01,0.06,0.01,0.09,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.09,0.05,0.02,0.117174464487,0.00764242563481,0.08,0.03,0.09,0.12,0.02,15.3321039793
198,0.01,0.02,0.05,0.01,0.03,0.08,0.01,0.03,0.04,0.02,0.01,0.04,0.04,0.06,0.12,0.04,0.04,0.01,0.02,0.12366333687,0.00857399483016,0.09,0.06,0.01,0.14,0.02,14.4230710794
199,0.01,0.03,0.04,0.03,0.02,0.01,0.02,0.03,0.05,0.01,0.01,0.08,0.15,0.02,0.07,0.02,0.01,0.09,0.02,0.133174370148,0.0102590650606,0.01,0.14,0.07,0.04,0.02,12.9811410066
200,0.01,0.02,0.03,0.13,0.09,0.02,0.03,0.08,0.01,0.01,0.03,0.13,0.06,0.01,0.05,0.05,0.03,0.03,0.01,0.113092572795,0.00737029044126,0.06,0.05,0.02,0.03,0.01,15.344384824
201,0.02,0.08,0.02,0.02,0.05,0.02,0.06,0.08,0.02,0.01,0.07,0.01,0.01,0.11,0.04,0.01,0.02,0.02,0.03,0.108554740538,0.00868225690548,0.05,0.06,0.09,0.09,0.01,12.5030555673
202,0.07,0.02,0.02,0.02,0.05,0.02,0.01,0.02,0.05,0.01,0.1,0.05,0.03,0.06,0.07,0.02,0.05,0.02,0.01,0.125124890655,0.00948602081684,0.02,0.1,0.13,0.02,0.03,13.1904507771
203,0.02,0.06,0.08,0.03,0.01,0.01,0.02,0.08,0.02,0.01,0.02,0.08,0.01,0.05,0.01,0.08,0.04,0.01,0.1,0.148137078835,0.00722755706386,0.07,0.04,0.05,0.02,0.08,20.4961479413
204,0.16,0.01,0.03,0.02,0.03,0.02,0.02,0.09,0.04,0.04,0.06,0.05,0.08,0.03,0.02,0.02,0.02,0.05,0.02,0.0521103712134,0.00794002332669,0.03,0.05,0.09,0.01,0.01,6.56299976326
205,0.01,0.08,0.04,0.03,0.08,0.03,0.03,0.05,0.02,0.03,0.07,0.13,0.05,0.04,0.02,0.04,0.08,0.03,0.04,0.134359667872,0.006992365558,0.02,0.01,0.04,0.01,0.02,19.2151950234
206,0.01,0.04,0.08,0.02,0.03,0.03,0.09,0.01,0.02,0.06,0.11,0.01,0.09,0.03,0.02,0.02,0.02,0.01,0.12,0.0939464948354,0.00780432654927,0.03,0.06,0.01,0.03,0.05,12.0377452484
207,0.04,0.04,0.1,0.03,0.01,0.01,0.13,0.08,0.03,0.07,0.05,0.01,0.02,0.04,0.01,0.05,0.02,0.05,0.05,0.0699229368815,0.00678498082306,0.01,0.01,0.02,0.02,0.1,10.3055467222
208,0.03,0.02,0.09,0.03,0.01,0.01,0.03,0.02,0.03,0.02,0.04,0.02,0.01,0.04,0.08,0.02,0.02,0.04,0.05,0.120645984685,0.0073173472214,0.07,0.01,0.04,0.15,0.12,16.4876670512
209,0.02,0.01,0.06,0.07,0.04,0.01,0.01,0.01,0.02,0.13,0.09,0.16,0.03,0.02,0.06,0.05,0.05,0.04,0.02,0.138301496401,0.00647266610459,0.05,0.01,0.01,0.02,0.01,21.3670061403
210,0.04,0.12,0.04,0.01,0.03,0.2,0.03,0.02,0.02,0.01,0.05,0.05,0.01,0.08,0.04,0.04,0.01,0.01,0.05,0.0967601154322,0.00755488707495,0.03,0.03,0.04,0.03,0.01,12.8076190249
211,0.04,0.01,0.03,0.04,0.08,0.04,0.02,0.03,0.04,0.04,0.04,0.05,0.03,0.01,0.01,0.07,0.04,0.13,0.03,0.126010094987,0.00854401004683,0.01,0.09,0.06,0.04,0.02,14.7483551981
212,0.04,0.06,0.02,0.04,0.01,0.01,0.01,0.03,0.08,0.05,0.09,0.06,0.01,0.02,0.05,0.02,0.07,0.04,0.01,0.146900259842,0.00715687954891,0.03,0.02,0.11,0.09,0.03,20.5257415383
213,0.02,0.04,0.03,0.01,0.01,0.07,0.11,0.05,0.12,0.01,0.04,0.01,0.01,0.06,0.04,0.01,0.11,0.1,0.01,0.0824154151305,0.00667854851517,0.08,0.01,0.02,0.01,0.02,12.3403184005
214,0.07,0.02,0.09,0.08,0.05,0.04,0.08,0.02,0.05,0.01,0.03,0.01,0.04,0.05,0.02,0.09,0.03,0.07,0.03,0.0642094377228,0.00748634496494,0.02,0.05,0.02,0.02,0.01,8.57687403179
215,0.05,0.02,0.01,0.15,0.02,0.07,0.12,0.02,0.04,0.03,0.09,0.01,0.01,0.03,0.04,0.02,0.03,0.03,0.02,0.047767125347,0.00674639311569,0.01,0.03,0.06,0.05,0.04,7.08039459424
216,0.02,0.01,0.01,0.02,0.01,0.07,0.05,0.04,0.03,0.11,0.01,0.05,0.04,0.03,0.02,0.06,0.02,0.03,0.07,0.126140931225,0.00752085959918,0.03,0.04,0.14,0.06,0.03,16.7721428064
217,0.07,0.02,0.01,0.02,0.01,0.18,0.01,0.01,0.01,0.02,0.03,0.01,0.04,0.03,0.03,0.15,0.01,0.03,0.01,0.115165894444,0.00954710605533,0.01,0.11,0.08,0.04,0.06,12.0629113971
218,0.04,0.01,0.02,0.07,0.08,0.01,0.05,0.03,0.04,0.08,0.02,0.07,0.03,0.18,0.07,0.01,0.01,0.03,0.01,0.0857308175859,0.00756896364854,0.04,0.05,0.02,0.02,0.01,11.326625621
219,0.05,0.04,0.14,0.01,0.02,0.01,0.18,0.05,0.02,0.01,0.03,0.01,0.08,0.05,0.03,0.01,0.01,0.02,0.03,0.0266134184072,0.00802955714315,0.02,0.05,0.04,0.01,0.08,3.31443165953
220,0.07,0.02,0.05,0.02,0.04,0.06,0.01,0.06,0.01,0.04,0.05,0.07,0.05,0.02,0.02,0.04,0.02,0.01,0.1,0.098879761521,0.00677724603338,0.14,0.01,0.02,0.03,0.04,14.5899619158
221,0.02,0.01,0.01,0.05,0.06,0.08,0.04,0.02,0.06,0.05,0.02,0.06,0.02,0.04,0.12,0.01,0.04,0.03,0.01,0.116559547622,0.00841971773386,0.08,0.08,0.07,0.01,0.01,13.8436407616
222,0.05,0.01,0.03,0.08,0.18,0.06,0.03,0.03,0.01,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.02,0.02,0.105841718336,0.00864104414914,0.04,0.06,0.1,0.02,0.01,12.2487186165
223,0.03,0.06,0.06,0.01,0.09,0.04,0.09,0.01,0.06,0.03,0.01,0.01,0.01,0.04,0.03,0.03,0.02,0.05,0.05,0.0981424497472,0.00741901974265,0.13,0.04,0.02,0.02,0.06,13.2284928672
224,0.02,0.02,0.01,0.01,0.03,0.03,0.17,0.01,0.01,0.03,0.07,0.07,0.01,0.01,0.07,0.03,0.18,0.02,0.02,0.069179001227,0.00722586019346,0.05,0.01,0.04,0.01,0.07,9.57380842901
225,0.11,0.01,0.09,0.02,0.01,0.04,0.02,0.14,0.02,0.1,0.01,0.04,0.15,0.01,0.02,0.07,0.01,0.02,0.01,0.0681691226483,0.00738400444595,0.03,0.01,0.02,0.03,0.01,9.23199913371
226,0.08,0.05,0.05,0.02,0.04,0.05,0.03,0.03,0.03,0.02,0.04,0.03,0.08,0.08,0.03,0.01,0.04,0.04,0.05,0.0871953446424,0.00728950385065,0.08,0.03,0.07,0.01,0.01,11.9617667305
227,0.03,0.01,0.01,0.17,0.11,0.02,0.02,0.15,0.03,0.05,0.01,0.01,0.03,0.06,0.01,0.03,0.09,0.01,0.04,0.114432496272,0.00727633475238,0.01,0.01,0.06,0.02,0.01,15.726667363
228,0.17,0.02,0.01,0.05,0.05,0.03,0.02,0.03,0.08,0.03,0.05,0.02,0.08,0.01,0.05,0.04,0.01,0.02,0.03,0.0485549891645,0.00698187169427,0.08,0.02,0.05,0.01,0.04,6.95443733295
