,AAL,ADM,AES,AGN,ALKS,portfolioreturn,portfoliostandarddeviation,returnoverrisk
269,-0.01,-0.009,0.0485,-0.0105,-0.0125,0.00224596615353,0.000648970346829,3.46081475757
270,-0.013,-0.0065,0.0215,-0.006,-0.009,0.00151215415289,0.000393971294492,3.83823434355
271,-0.0145,-0.0085,0.022,-0.011,-0.017,0.00320986310986,0.000499906012538,6.42093319415
272,-0.0165,-0.0055,0.026,-0.006,-0.018,0.00212988943804,0.000502241322231,4.24076901633
273,-0.0075,-0.0145,0.0385,-0.013,-0.019,0.00403651879824,0.000595580236181,6.77745592119
274,-0.0075,-0.0145,0.017,-0.007,-0.0065,0.00232775489932,0.000332612013332,6.99840897509
275,-0.009,-0.01,0.0335,-0.014,-0.014,0.0033996937211,0.000540655589905,6.28809501757
276,-0.0165,-0.012,0.011,-0.018,-0.016,0.00469062722814,0.00057508264884,8.15644018751
277,-0.009,-0.0165,0.03,-0.0085,-0.017,0.00343908115452,0.000500049133554,6.87748647833
278,-0.007,-0.0195,0.0215,-0.011,-0.0135,0.00397681205226,0.000447777117842,8.88123107189
279,-0.019,-0.0185,0.0445,-0.008,-0.0065,0.00185342954913,0.000677443733632,2.73591658925
280,-0.014,-0.0115,0.016,-0.02,-0.006,0.00392154945452,0.000532280575671,7.36744798471
281,-0.017,-0.009,0.0435,-0.0115,-0.0145,0.0025173210866,0.000669649686227,3.75916115303
282,-0.007,-0.0115,0.023,-0.0185,-0.009,0.00402665112975,0.000485522843529,8.29343291139
283,-0.0175,-0.019,0.0135,-0.014,-0.012,0.00414052164744,0.000554449935447,7.46780075661
284,-0.013,-0.0135,0.023,-0.0175,-0.006,0.00355845462401,0.000524228731368,6.78798091575
285,-0.0175,-0.0175,0.0465,-0.0145,-0.0065,0.00279507226924,0.000717080639668,3.89784929981
286,-0.019,-0.006,0.0115,-0.0145,-0.011,0.00306853318726,0.000526283255349,5.83057347175
287,-0.015,-0.018,0.04,-0.0145,-0.0185,0.00425744611533,0.000683980856779,6.22451063233
288,-0.0125,-0.012,0.045,-0.0165,-0.0065,0.00284241029176,0.000664117773986,4.27997924932
289,-0.009,-0.008,0.015,-0.0185,-0.008,0.00376784014267,0.000452792780726,8.32133440076
290,-0.0165,-0.0075,0.028,-0.0125,-0.0145,0.00292097561491,0.000556914459698,5.2449268717
291,-0.0155,-0.0175,0.0325,-0.0135,-0.013,0.00366477016496,0.000604636592399,6.06111209779
292,-0.02,-0.008,0.0485,-0.0055,-0.0195,0.00179092047338,0.000720565591779,2.4854371258
293,-0.02,-0.008,0.021,-0.016,-0.01,0.00312189291291,0.000585083592775,5.33580662911
294,-0.0095,-0.0145,0.039,-0.0085,-0.0195,0.003308114995,0.000580789199905,5.69589619701
295,-0.02,-0.01,0.0305,-0.009,-0.012,0.00216375798811,0.000581127281926,3.72338049754
296,-0.009,-0.0085,0.0245,-0.019,-0.0135,0.00422175646613,0.000530104396298,7.964009534
297,-0.0185,-0.02,0.01,-0.013,-0.0145,0.00436533005549,0.000569139475289,7.67005320317
298,-0.0195,-0.018,0.046,-0.0135,-0.013,0.00328307011723,0.000743774365019,4.41406731885
299,-0.0165,-0.013,0.0165,-0.02,-0.0155,0.00491171177105,0.000611168047955,8.0365977696
300,-0.0125,-0.0105,0.0185,-0.008,-0.0075,0.00208409817926,0.000391847350618,5.31864813167
301,-0.0105,-0.02,0.031,-0.0145,-0.006,0.00350129259905,0.00054151032031,6.46579108048
302,-0.01,-0.0165,0.0365,-0.0125,-0.0115,0.00334227313603,0.00056627502118,5.90220831048
303,-0.015,-0.02,0.041,-0.0185,-0.016,0.00477717139792,0.000723199977273,6.60560225118
304,-0.0145,-0.012,0.044,-0.012,-0.0085,0.00229844522777,0.000642435780376,3.57770425929
305,-0.0125,-0.011,0.0125,-0.009,-0.0065,0.00231885168041,0.000372958494993,6.21745237485
306,-0.012,-0.017,0.022,-0.006,-0.011,0.00258047828455,0.000431408083742,5.98152510767
307,-0.017,-0.0185,0.043,-0.0095,-0.008,0.0023317854385,0.000656312494823,3.55285851921
308,-0.017,-0.013,0.0385,-0.0085,-0.016,0.00263238903611,0.00062154530803,4.23523273702
309,-0.012,-0.0055,0.016,-0.0145,-0.006,0.00262525692573,0.000423213911209,6.20314421667
310,-0.018,-0.0065,0.03,-0.0135,-0.009,0.00235815308861,0.000574061394889,4.10784126855
311,-0.0145,-0.0055,0.035,-0.0095,-0.0055,0.00128201072665,0.000529531742754,2.42102715124
312,-0.0185,-0.0065,0.0405,-0.0165,-0.0115,0.00282823558388,0.000688436892068,4.10819875644
313,-0.012,-0.018,0.011,-0.0125,-0.0055,0.00338635974627,0.000430362016362,7.86863063543
314,-0.01,-0.0065,0.0295,-0.0055,-0.0075,0.00118675498539,0.00041902663187,2.83217078613
315,-0.0115,-0.0065,0.0495,-0.015,-0.014,0.00283768442683,0.000700746819251,4.0495145306
316,-0.0165,-0.0095,0.033,-0.013,-0.0105,0.00264725866209,0.000582629751068,4.54363797462
317,-0.012,-0.0165,0.0395,-0.006,-0.018,0.00284251981579,0.000587294226188,4.84002683671
318,-0.0115,-0.0135,0.032,-0.0055,-0.0125,0.00215482313162,0.000486597364798,4.42834936542
319,-0.018,-0.0125,0.025,-0.0095,-0.0065,0.00207682289479,0.000515632090808,4.02772234663
320,-0.014,-0.0055,0.039,-0.0165,-0.0185,0.00361161036823,0.000660351777837,5.46922184425
321,-0.017,-0.019,0.0465,-0.0135,-0.006,0.00272311541371,0.000708534237272,3.84330815712
322,-0.0155,-0.018,0.0205,-0.0125,-0.0075,0.00326996417301,0.000512063341888,6.38585875128
323,-0.0175,-0.0115,0.014,-0.017,-0.011,0.00389449572621,0.000554636526822,7.02170797967
324,-0.013,-0.014,0.0225,-0.0115,-0.007,0.00276416403098,0.000463329210628,5.9658747335
325,-0.016,-0.013,0.049,-0.0185,-0.02,0.00439982700706,0.00078966411086,5.57177025846
326,-0.018,-0.0075,0.0455,-0.0185,-0.012,0.00317521948158,0.000742464919767,4.27659192649
327,-0.013,-0.0075,0.045,-0.0195,-0.015,0.00378818235535,0.000715100401795,5.2974132665
328,-0.015,-0.0075,0.0465,-0.0135,-0.01,0.00224943090016,0.000676984518422,3.32272133107
329,-0.0175,-0.006,0.0285,-0.02,-0.019,0.00439315021122,0.000669740078615,6.55948531601
330,-0.012,-0.0145,0.0375,-0.0115,-0.0085,0.00264186901208,0.000567115730921,4.65843013699
331,-0.0095,-0.0075,0.0215,-0.0145,-0.019,0.00403595012486,0.000493141832795,8.18415688239
332,-0.0055,-0.0075,0.027,-0.01,-0.0145,0.00286472587767,0.000426517584783,6.71654810934
333,-0.0065,-0.0075,0.0345,-0.013,-0.0125,0.00293802713835,0.000513044797851,5.72664833687
334,-0.0075,-0.011,0.024,-0.006,-0.017,0.00277884388158,0.000406333233787,6.83882993197
335,-0.0165,-0.006,0.0145,-0.013,-0.0065,0.00238445458709,0.000462666651955,5.15372045298
336,-0.0145,-0.019,0.0395,-0.0165,-0.017,0.00452937795665,0.000690518495956,6.55938687114
337,-0.012,-0.015,0.0305,-0.0195,-0.01,0.00425394331002,0.000598075817177,7.11271579263
338,-0.018,-0.0095,0.03,-0.019,-0.009,0.00346871397108,0.000634935567364,5.4630960201
339,-0.014,-0.017,0.013,-0.02,-0.0105,0.0048862964874,0.000564497650578,8.65600854564
340,-0.0065,-0.0105,0.014,-0.0165,-0.0105,0.00399981244668,0.000418596153572,9.55530148222
341,-0.0165,-0.0175,0.038,-0.008,-0.018,0.00314418651756,0.000630396161315,4.98763588756
342,-0.0095,-0.0195,0.0295,-0.0155,-0.0105,0.00413214343149,0.000545936616011,7.56890692125
343,-0.018,-0.017,0.032,-0.013,-0.013,0.00348513138036,0.000622832599167,5.59561491326
344,-0.016,-0.0195,0.0305,-0.0065,-0.0155,0.00300438739228,0.000560776191844,5.35755161503
345,-0.013,-0.019,0.033,-0.0095,-0.0075,0.00266467832282,0.000538615121173,4.94727722648
346,-0.0175,-0.0055,0.0325,-0.0185,-0.018,0.00392474305371,0.000668975254787,5.86679854841
347,-0.0055,-0.0165,0.047,-0.0155,-0.0055,0.00310416400115,0.000640277315006,4.84815552324
348,-0.01,-0.0075,0.039,-0.018,-0.011,0.00337356304536,0.000614700484925,5.4881411811
349,-0.012,-0.012,0.037,-0.0195,-0.0135,0.00421342192061,0.000647218146961,6.51004910847
350,-0.015,-0.0155,0.028,-0.018,-0.0185,0.00488033290733,0.000637115106552,7.66004895683
351,-0.012,-0.019,0.035,-0.019,-0.0055,0.00394583876708,0.000620001326565,6.36424245888
352,-0.0175,-0.02,0.0125,-0.015,-0.012,0.00440205075869,0.000568440575282,7.74408258331
353,-0.0075,-0.0165,0.0345,-0.0185,-0.0135,0.0046062159814,0.000597347948381,7.71111040706
354,-0.01,-0.0095,0.0425,-0.007,-0.006,0.00121997010656,0.000555528757852,2.19605212029
355,-0.0105,-0.017,0.0225,-0.016,-0.017,0.00479042320076,0.000542033640983,8.83787063857
356,-0.011,-0.02,0.032,-0.016,-0.0075,0.00385103667022,0.000571294741478,6.74089290629
357,-0.02,-0.018,0.0105,-0.0055,-0.0145,0.00296594712882,0.000513524821148,5.77566459629
358,-0.009,-0.0145,0.018,-0.019,-0.007,0.00420480364627,0.0004868060689,8.63753333185
359,-0.016,-0.006,0.0365,-0.011,-0.02,0.00293451150037,0.000618631092693,4.74355643458
360,-0.0145,-0.006,0.0285,-0.0185,-0.01,0.00334095293538,0.000579474124947,5.76549114368
361,-0.0115,-0.007,0.0415,-0.011,-0.0065,0.00167821171466,0.000576377732979,2.91165258238
362,-0.0165,-0.0175,0.011,-0.0175,-0.0085,0.00430603985141,0.000554729575654,7.76241260677
363,-0.008,-0.007,0.017,-0.0135,-0.0145,0.00353242977844,0.00041776737182,8.45549465256
364,-0.0125,-0.0085,0.0495,-0.0095,-0.0115,0.00185311311451,0.000665718088705,2.78363040745
365,-0.008,-0.014,0.0335,-0.008,-0.02,0.00340712578344,0.000522865933899,6.51625122721
366,-0.0055,-0.0135,0.014,-0.0115,-0.016,0.00403386511356,0.000392006618899,10.2902984773
367,-0.016,-0.0055,0.024,-0.0155,-0.017,0.00358802426739,0.000568743944106,6.30868126962
368,-0.0125,-0.016,0.03,-0.008,-0.018,0.00331956571797,0.000529037174875,6.27473053998
369,-0.009,-0.0125,0.036,-0.0065,-0.006,0.00156090951318,0.000487532631809,3.20165135898
370,-0.0175,-0.008,0.025,-0.014,-0.0115,0.00293723008054,0.000555250073419,5.28992290348
371,-0.0125,-0.012,0.0185,-0.0135,-0.0065,0.0029729536885,0.000448435236195,6.62961660579
372,-0.018,-0.0065,0.0395,-0.008,-0.013,0.00167492633559,0.000614497508431,2.72568450255
373,-0.0135,-0.007,0.0355,-0.0075,-0.0185,0.00240765542542,0.000555457515912,4.33454468875
374,-0.0185,-0.006,0.015,-0.009,-0.0065,0.00168482629903,0.000453773053699,3.71292716765
375,-0.0185,-0.0115,0.0105,-0.006,-0.012,0.00231073951105,0.0004534853901,5.09551037695
376,-0.02,-0.01,0.0165,-0.018,-0.018,0.00450332248549,0.000635161837083,7.09003945541
377,-0.016,-0.0135,0.025,-0.0125,-0.0095,0.00298888197201,0.000529228016348,5.64762612652
378,-0.0065,-0.011,0.01,-0.017,-0.013,0.0044607570694,0.000430975625851,10.3503697236
379,-0.017,-0.0175,0.0165,-0.009,-0.0195,0.00392766536585,0.000536035776199,7.32724482253
380,-0.018,-0.01,0.0335,-0.019,-0.009,0.00342948584256,0.000656557316764,5.22343709374
381,-0.0175,-0.019,0.0355,-0.0195,-0.013,0.0046069950532,0.000706979516275,6.51644771474
382,-0.0135,-0.008,0.031,-0.018,-0.011,0.00349601089661,0.00058621575167,5.96369320792
383,-0.0195,-0.0185,0.0315,-0.019,-0.018,0.00502231009304,0.000721594884923,6.9600134341
384,-0.0165,-0.012,0.017,-0.0165,-0.01,0.00371628023887,0.000540773183867,6.8721607316
385,-0.0075,-0.016,0.0295,-0.0175,-0.0185,0.00502277429669,0.000576589036944,8.71118591382
386,-0.0145,-0.02,0.041,-0.0115,-0.014,0.00348705254452,0.000652285924366,5.34589574029
387,-0.0115,-0.02,0.022,-0.007,-0.02,0.00389718727005,0.000493081072311,7.90374542626
388,-0.0075,-0.0145,0.015,-0.017,-0.016,0.00490228086705,0.000483347314904,10.1423566779
389,-0.009,-0.008,0.027,-0.0135,-0.0085,0.00275590251051,0.000459917482208,5.99216732809
390,-0.01,-0.0095,0.0465,-0.007,-0.007,0.00122901842431,0.000598682858893,2.05287057423
391,-0.0115,-0.015,0.0495,-0.0065,-0.016,0.00238601105813,0.000667336160285,3.57542599985
392,-0.016,-0.0085,0.036,-0.02,-0.006,0.00316552420551,0.000650053774553,4.86963437399
393,-0.017,-0.013,0.0165,-0.009,-0.015,0.00311228375941,0.000493223108476,6.31009315241
394,-0.014,-0.016,0.017,-0.016,-0.0195,0.00498482972693,0.000567864948762,8.77819583299
395,-0.007,-0.0085,0.042,-0.0185,-0.0095,0.00340082166251,0.00062227770394,5.46511893481
396,-0.0175,-0.0165,0.029,-0.016,-0.017,0.00440119173331,0.000643934202857,6.83484696695
397,-0.0155,-0.0125,0.0165,-0.0075,-0.014,0.00277799911369,0.000452670366359,6.13691401103
398,-0.009,-0.012,0.0145,-0.0105,-0.016,0.00364289866954,0.000407015452969,8.95027115793
399,-0.008,-0.016,0.0175,-0.019,-0.0145,0.00511771310509,0.000518723028157,9.86598401708
400,-0.02,-0.0085,0.0145,-0.016,-0.0155,0.00386145991921,0.000590717561208,6.53689711088
401,-0.02,-0.008,0.026,-0.0155,-0.01,0.00292911806041,0.000602068396078,4.86509187244
402,-0.01,-0.011,0.012,-0.006,-0.0055,0.00182853810623,0.000305647871191,5.98249907353
403,-0.011,-0.018,0.037,-0.007,-0.0125,0.00265642074786,0.000548797116999,4.84044224282
404,-0.016,-0.013,0.027,-0.0055,-0.011,0.00194897751078,0.00048929739578,3.98321660321
405,-0.019,-0.014,0.04,-0.018,-0.008,0.00331890986226,0.000706309125764,4.69894801185
406,-0.016,-0.0185,0.038,-0.012,-0.0115,0.00321929836197,0.000633593765404,5.08101332076
407,-0.0115,-0.012,0.0495,-0.0135,-0.0175,0.00339731593124,0.000708159592022,4.79738743853
408,-0.016,-0.0075,0.0325,-0.0125,-0.0075,0.00213154819874,0.000556189331427,3.83241475214
409,-0.017,-0.0145,0.033,-0.0185,-0.02,0.00485720752382,0.000694073201627,6.99811995685
410,-0.0185,-0.019,0.012,-0.01,-0.0175,0.00406609370632,0.000551842484846,7.36821433286
411,-0.012,-0.02,0.016,-0.0055,-0.0115,0.00293145254364,0.000417361554661,7.02377234057
412,-0.0145,-0.0105,0.0105,-0.011,-0.0055,0.00248186049043,0.000410765328314,6.04203986889
413,-0.009,-0.0185,0.0415,-0.0195,-0.017,0.00507413229788,0.000689647674517,7.35757182308
414,-0.012,-0.0055,0.0315,-0.0145,-0.019,0.00357443420127,0.000571850238008,6.25064739628
415,-0.0195,-0.019,0.0325,-0.006,-0.02,0.00318992708807,0.000626494909498,5.09170472051
416,-0.0165,-0.0085,0.041,-0.017,-0.013,0.00326533695782,0.000684273369541,4.77197725817
417,-0.012,-0.009,0.028,-0.0185,-0.009,0.00356688018989,0.000552361063231,6.45751561311
418,-0.018,-0.007,0.0285,-0.0095,-0.0125,0.00215254318482,0.000542604755703,3.96705550807
419,-0.0165,-0.014,0.042,-0.012,-0.013,0.00289951874957,0.000660981262882,4.38668826546
420,-0.0065,-0.012,0.0285,-0.008,-0.0175,0.00315155014292,0.000454509227087,6.9339629541
421,-0.016,-0.0105,0.0445,-0.008,-0.011,0.00174206231496,0.000638798961917,2.72709008438
422,-0.0135,-0.0185,0.032,-0.0145,-0.0095,0.00362161384086,0.000581038533261,6.23300114113
423,-0.006,-0.0065,0.0435,-0.007,-0.0165,0.00212063981682,0.000570110056563,3.71970252482
424,-0.0055,-0.006,0.0415,-0.0055,-0.0135,0.00160290296658,0.00052994984368,3.02463145464
425,-0.0195,-0.014,0.0415,-0.009,-0.0165,0.00270235756147,0.000678391196147,3.98347970436
426,-0.006,-0.0065,0.0375,-0.018,-0.0105,0.00339127911662,0.000574473931284,5.90327764577
427,-0.0145,-0.009,0.0225,-0.019,-0.0145,0.00425036318058,0.000579869794114,7.32985788142
428,-0.0165,-0.0065,0.028,-0.0155,-0.019,0.00376393721822,0.000606855309273,6.20236349704
429,-0.007,-0.014,0.049,-0.0105,-0.0165,0.00312636531769,0.000659087670075,4.74347413803
430,-0.0095,-0.006,0.021,-0.009,-0.0165,0.00280786623077,0.000413216038266,6.79515306945
431,-0.0195,-0.0145,0.01,-0.0085,-0.014,0.00313119883655,0.000511026285551,6.12727549459
432,-0.0085,-0.01,0.0255,-0.0115,-0.0135,0.00315187379801,0.00045125944153,6.98461573973
433,-0.0175,-0.017,0.0165,-0.009,-0.0185,0.00377264763454,0.000534770595515,7.05470283179
434,-0.0185,-0.018,0.0465,-0.0125,-0.007,0.00254155162357,0.000715255152746,3.5533496177
435,-0.0155,-0.0055,0.0395,-0.0185,-0.018,0.00382259299311,0.000694773068632,5.50193029307
436,-0.0065,-0.02,0.0115,-0.011,-0.019,0.00481044792724,0.00044170549516,10.8906227791
437,-0.0185,-0.0125,0.011,-0.0065,-0.006,0.00185816941212,0.000440897561271,4.21451506051
438,-0.0165,-0.017,0.0415,-0.0195,-0.014,0.00443710375039,0.000733165559018,6.0519806145
439,-0.0125,-0.019,0.049,-0.018,-0.009,0.00380544857824,0.000733541821656,5.18777316562
440,-0.019,-0.009,0.0105,-0.017,-0.0105,0.00367860367799,0.00055950883838,6.57470164124
441,-0.0165,-0.0055,0.018,-0.0105,-0.01,0.00222050695242,0.000461990125193,4.8063948369
442,-0.0085,-0.009,0.018,-0.0065,-0.0165,0.00275361200515,0.000370509154682,7.43196752454
443,-0.018,-0.0195,0.0345,-0.0125,-0.008,0.00305097429646,0.000627414710497,4.86277137819
444,-0.01,-0.0195,0.0305,-0.02,-0.0105,0.00480480608047,0.000603883146384,7.9565162718
445,-0.0105,-0.0125,0.023,-0.006,-0.019,0.00303752073754,0.000441867318156,6.87428242082
446,-0.0185,-0.0105,0.037,-0.016,-0.013,0.00330345033464,0.000670143423963,4.92946765799
447,-0.006,-0.018,0.043,-0.008,-0.0085,0.0024200605893,0.00056857108442,4.2563905475
448,-0.0085,-0.011,0.0365,-0.0155,-0.0185,0.00411408590935,0.000597665637892,6.88359117292
449,-0.007,-0.016,0.019,-0.013,-0.015,0.00421592277801,0.000446638853462,9.43922084999
450,-0.0115,-0.0055,0.01,-0.0115,-0.0175,0.00345513254899,0.000422251604707,8.18263923802
451,-0.007,-0.0115,0.0415,-0.014,-0.016,0.00359664385654,0.000606645329349,5.92874235165
452,-0.02,-0.02,0.0175,-0.0175,-0.0195,0.00536213100702,0.000674437766492,7.95052008269
453,-0.0145,-0.0135,0.0105,-0.01,-0.014,0.00341869365788,0.000450623840449,7.58657965027
454,-0.0195,-0.013,0.013,-0.007,-0.0155,0.00285499740387,0.000503998496759,5.66469428427
455,-0.0055,-0.0055,0.0105,-0.0055,-0.0155,0.00246899470702,0.000279223382247,8.84236372737
456,-0.013,-0.015,0.01,-0.009,-0.016,0.00363723292332,0.00043829633867,8.29857017368
457,-0.0135,-0.018,0.029,-0.0055,-0.0075,0.00202954470933,0.000484461442979,4.1892801558
458,-0.019,-0.014,0.0425,-0.0185,-0.0155,0.00409214588577,0.000753324551582,5.43211538397
459,-0.013,-0.018,0.036,-0.0085,-0.0115,0.00275829283947,0.000563139379498,4.89806420913
460,-0.014,-0.0125,0.017,-0.02,-0.0095,0.00433040567659,0.000552746850365,7.83433804052
461,-0.0185,-0.0095,0.047,-0.0145,-0.018,0.00325890265324,0.000748534736647,4.35370931192
462,-0.0095,-0.0165,0.038,-0.0125,-0.0065,0.00282154620721,0.000559997713967,5.03849593818
463,-0.0125,-0.0105,0.0405,-0.013,-0.008,0.00242161907869,0.00059788160842,4.05033211357
464,-0.0165,-0.017,0.0375,-0.008,-0.007,0.00201312123838,0.00059042114845,3.40963606007
465,-0.0055,-0.0065,0.0125,-0.007,-0.007,0.0018895368992,0.000253634578688,7.44983948548
466,-0.008,-0.0115,0.038,-0.0115,-0.0195,0.00360401830209,0.000577458531371,6.24117249344
467,-0.007,-0.0095,0.04,-0.0075,-0.008,0.00164213119727,0.000518951310857,3.16432613795
468,-0.011,-0.0055,0.0195,-0.0085,-0.017,0.00272976066903,0.000416680606469,6.55120643162
469,-0.0075,-0.014,0.0305,-0.0185,-0.011,0.00424435487344,0.000551381431934,7.69767465429
470,-0.009,-0.019,0.0295,-0.019,-0.012,0.00480827881226,0.000583132258523,8.24560593586
471,-0.02,-0.0105,0.0455,-0.0105,-0.019,0.00280036589388,0.000726830419948,3.85284629953
472,-0.0075,-0.0195,0.038,-0.0125,-0.0065,0.00312192808924,0.000557178040825,5.60310683569
473,-0.007,-0.012,0.019,-0.018,-0.02,0.00518137215574,0.000522526434486,9.91600006005
474,-0.0145,-0.0065,0.0355,-0.018,-0.016,0.00374418515377,0.000644608327377,5.80846538085
475,-0.007,-0.009,0.0145,-0.02,-0.011,0.00445469827181,0.000471567131748,9.4465834701
476,-0.0075,-0.016,0.0415,-0.0145,-0.0195,0.00437638120312,0.000639128787122,6.8474168138
477,-0.0195,-0.0095,0.023,-0.0145,-0.016,0.0035766581524,0.000599543585919,5.9656349203
478,-0.007,-0.017,0.0195,-0.0075,-0.0155,0.0034681349925,0.000402747513444,8.61118908678
479,-0.0195,-0.0105,0.018,-0.0155,-0.017,0.0040294929282,0.000599992020639,6.71591086146
480,-0.0165,-0.007,0.03,-0.011,-0.018,0.00294892925427,0.000570722059183,5.16701467348
481,-0.015,-0.014,0.0445,-0.0065,-0.0185,0.00256902650012,0.000652512062024,3.93713258288
482,-0.013,-0.0155,0.0335,-0.0125,-0.014,0.00349405552078,0.000574978917455,6.07684110619
483,-0.018,-0.0095,0.032,-0.0135,-0.0085,0.00250555702051,0.000590942718563,4.23993213184
484,-0.0135,-0.014,0.0475,-0.0185,-0.0135,0.00393552513582,0.00073463213044,5.3571372293
485,-0.015,-0.008,0.03,-0.0075,-0.0115,0.00186974349629,0.000500761425355,3.73380097113
486,-0.014,-0.012,0.039,-0.009,-0.01,0.00210376877118,0.000578021488722,3.6396030463
487,-0.018,-0.008,0.0215,-0.006,-0.017,0.00229178566955,0.000496220241663,4.61848485235
488,-0.0155,-0.013,0.01,-0.0115,-0.0065,0.00284617732107,0.00044338400589,6.41921513463
489,-0.012,-0.007,0.0395,-0.0115,-0.014,0.00253963621628,0.000587389206315,4.32360041515
490,-0.01,-0.012,0.0115,-0.0055,-0.0155,0.00284385401254,0.000354439886784,8.02351574577
491,-0.018,-0.009,0.0195,-0.0145,-0.018,0.00385923410162,0.000575443652598,6.70653692016
492,-0.013,-0.007,0.03,-0.0145,-0.009,0.00269970336545,0.000528877139611,5.10459455183
493,-0.0165,-0.018,0.0255,-0.0175,-0.008,0.00396611937546,0.000599480218882,6.61593035189
494,-0.013,-0.0055,0.0315,-0.0065,-0.0155,0.00193332800124,0.000496356812399,3.89503670131
495,-0.0135,-0.0055,0.0365,-0.0115,-0.007,0.00174222156279,0.000550789710732,3.16313382194
496,-0.0105,-0.0185,0.0485,-0.0185,-0.0055,0.0035618998613,0.000709369671258,5.02121814002
497,-0.0095,-0.0145,0.0405,-0.007,-0.006,0.00168496032968,0.000542524514556,3.10577731416
498,-0.02,-0.0145,0.0375,-0.0115,-0.02,0.0035646039389,0.000688689251923,5.17592503288
499,-0.0085,-0.01,0.013,-0.007,-0.0165,0.00302740577904,0.000355060002919,8.52646244059
500,-0.011,-0.012,0.0415,-0.0055,-0.0155,0.00213172640313,0.000574164091864,3.71274768543
501,-0.0095,-0.0125,0.0425,-0.0195,-0.0155,0.004400639835,0.000679401981556,6.4772254931
502,-0.0165,-0.0115,0.028,-0.02,-0.0065,0.00362659553259,0.000613813666265,5.90830040435
503,-0.0185,-0.019,0.0155,-0.012,-0.0185,0.00440198915127,0.000582989886248,7.55071272266
504,-0.012,-0.0125,0.015,-0.015,-0.0095,0.0036446550236,0.000460605666865,7.91274464425
505,-0.0185,-0.018,0.039,-0.0165,-0.013,0.00394439191913,0.000707426921227,5.57568817467
506,-0.009,-0.0155,0.0165,-0.013,-0.0055,0.00322336220441,0.000405942903526,7.94043245099
507,-0.006,-0.006,0.0105,-0.0085,-0.011,0.0025175604926,0.000286857145513,8.77635621766
508,-0.0175,-0.0075,0.0485,-0.0195,-0.0085,0.00292831280848,0.00076068624072,3.84956720882
509,-0.02,-0.019,0.0245,-0.0155,-0.009,0.00375432245709,0.000625432194156,6.00276495544
510,-0.0185,-0.016,0.0155,-0.015,-0.0135,0.00413123149587,0.000576289372172,7.16867548729
511,-0.006,-0.007,0.039,-0.0085,-0.011,0.00194928761603,0.000514204679305,3.79087879687
512,-0.0055,-0.009,0.0455,-0.016,-0.013,0.00336088678762,0.000637597454339,5.27117347278
513,-0.0185,-0.007,0.0315,-0.0055,-0.009,0.00108833384524,0.000530987426777,2.04964146109
514,-0.0165,-0.02,0.013,-0.017,-0.0155,0.00508539774548,0.000595776691191,8.5357447189
515,-0.016,-0.0125,0.031,-0.008,-0.015,0.00261236739506,0.000546880374197,4.77685343691
516,-0.0175,-0.0075,0.037,-0.0115,-0.0085,0.00192848357242,0.00060156908632,3.20575577482
517,-0.0165,-0.009,0.0205,-0.0075,-0.0065,0.00162331422287,0.000443741180117,3.65824560713
518,-0.009,-0.01,0.0365,-0.019,-0.01,0.003719279359,0.000597800045169,6.22161103709
519,-0.0105,-0.0055,0.0445,-0.0135,-0.008,0.00206158492695,0.000617829266062,3.33681979827
520,-0.009,-0.0175,0.0355,-0.0105,-0.015,0.0035099002107,0.000552259370662,6.35552857437
521,-0.0105,-0.016,0.011,-0.019,-0.018,0.00554476027107,0.000546942541209,10.1377381595
522,-0.012,-0.0175,0.018,-0.0155,-0.007,0.00380982465838,0.000487793467755,7.81032324175
523,-0.012,-0.009,0.0435,-0.006,-0.016,0.00194339524966,0.000599070238361,3.24401902351
524,-0.008,-0.007,0.039,-0.007,-0.0105,0.00160528197034,0.000514551045253,3.11977205206
525,-0.019,-0.012,0.0205,-0.0095,-0.0175,0.0032121175354,0.000548337719377,5.85791825345
526,-0.0125,-0.0065,0.034,-0.012,-0.02,0.0032900233597,0.000576762623222,5.70429363352
527,-0.016,-0.012,0.0375,-0.007,-0.0105,0.00181524935841,0.000573620291386,3.16454871919
528,-0.0125,-0.013,0.026,-0.009,-0.011,0.00262412671065,0.000468146570315,5.60535284685
529,-0.006,-0.0185,0.0195,-0.008,-0.0145,0.00359701295312,0.000402037869724,8.94695058351
530,-0.0065,-0.012,0.038,-0.014,-0.0175,0.00388148767265,0.000581395756615,6.67615411445
531,-0.017,-0.015,0.022,-0.018,-0.017,0.00476892585215,0.000624066767217,7.64169172703
532,-0.02,-0.012,0.017,-0.02,-0.016,0.00476907130482,0.000655635684691,7.27396542954
533,-0.01,-0.0155,0.044,-0.018,-0.0185,0.00465913100837,0.000699610183545,6.6596100485
534,-0.0075,-0.006,0.014,-0.008,-0.0175,0.00296711549671,0.000353755180507,8.38748281356
535,-0.011,-0.016,0.032,-0.0155,-0.009,0.00359836246063,0.000556483652865,6.4662500724
536,-0.01,-0.0105,0.0415,-0.015,-0.02,0.00398807324448,0.000648949635103,6.14542797894
537,-0.012,-0.0135,0.044,-0.0165,-0.014,0.00375237955529,0.00067748616156,5.53868074095
538,-0.011,-0.0105,0.013,-0.015,-0.019,0.00450852549237,0.000490118931053,9.19883972384
539,-0.0175,-0.0125,0.04,-0.01,-0.007,0.00187837415534,0.000620837151669,3.02555050111
