,ALGN,CELG,FB,MRK,MSFT,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
257,0.43,0.29,0.11,0.05,0.08,0.04,0.017227468882990482,0.018085376492819202,0.952563464179507
258,0.08,0.25,0.14,0.11,0.41,0.01,0.00236531666621184,0.01668495721078816,0.14176342416284252
259,0.05,0.06,0.23,0.19,0.44,0.03,0.016531826543495762,0.016727478338599933,0.9883035690649983
260,0.11,0.11,0.07,0.15,0.49,0.07,0.02575384014961314,0.016134734190131814,1.596173810248729
261,0.45,0.05,0.04,0.34,0.01,0.11,0.04313919260379919,0.016320198666660696,2.6433007027006967
262,0.14,0.27,0.42,0.09,0.02,0.06,-0.06780471380201407,0.01891670157531466,-3.5843835423452357
263,0.25,0.51,0.06,0.11,0.04,0.03,-0.04114271491354276,0.017486954481230933,-2.35276616964389
264,0.08,0.19,0.12,0.03,0.53,0.05,0.01072668010308101,0.017488763854008202,0.6133469576594798
265,0.04,0.09,0.19,0.35,0.05,0.28,-0.09210939713739004,0.01566160023760196,-5.881225145578958
266,0.1,0.02,0.54,0.26,0.07,0.01,-0.024376721661353885,0.018802024333951624,-1.2964945278437807
267,0.57,0.05,0.1,0.04,0.08,0.16,0.04245518637351273,0.01925978752667962,2.2043434443241745
268,0.18,0.31,0.12,0.12,0.15,0.12,-0.044325299094818506,0.016429520082286563,-2.697905895778885
269,0.27,0.22,0.02,0.18,0.12,0.19,-0.02829135059445849,0.015721282253168364,-1.7995574495049114
270,0.04,0.38,0.19,0.06,0.18,0.15,-0.09248743034941462,0.017706195284530185,-5.22345025925589
271,0.04,0.11,0.28,0.38,0.07,0.12,-0.053692269377501683,0.015989176444691344,-3.3580384557785248
272,0.19,0.06,0.16,0.15,0.12,0.32,-0.06955514691530336,0.016515416527404913,-4.2115284709826595
273,0.33,0.02,0.02,0.07,0.19,0.37,-0.037111799087289246,0.017071253081060368,-2.1739352648027213
274,0.38,0.22,0.17,0.08,0.1,0.05,0.01346494123947154,0.01753557313127897,0.7678643371771827
275,0.04,0.05,0.02,0.36,0.36,0.17,-0.008916456520016353,0.01473367885794864,-0.6051751640566018
276,0.23,0.01,0.04,0.37,0.2,0.15,0.018628697445235674,0.014475926135584034,1.2868743091637844
277,0.08,0.03,0.05,0.41,0.08,0.35,-0.07978793913013449,0.014649440897268379,-5.446483568189433
278,0.01,0.23,0.11,0.36,0.26,0.03,-0.01751630796723168,0.01505643992073292,-1.1633764727551223
279,0.21,0.04,0.25,0.29,0.11,0.1,-0.004184853323996842,0.015925776476657102,-0.262772325740645
280,0.03,0.12,0.33,0.34,0.16,0.02,-0.02461914908253787,0.016466231765372635,-1.4951295131354987
281,0.16,0.19,0.35,0.07,0.18,0.05,-0.028542352511336022,0.017956618742354546,-1.5895170978939785
282,0.22,0.51,0.01,0.09,0.09,0.08,-0.052167588178481265,0.017279839197898893,-3.018985742924302
283,0.05,0.01,0.01,0.16,0.26,0.51,-0.1145574604740926,0.01637876375747937,-6.994267831830708
284,0.29,0.01,0.23,0.05,0.1,0.32,-0.0558194061857291,0.018042814251301633,-3.0937194945462685
285,0.02,0.22,0.02,0.07,0.09,0.58,-0.19087535534161776,0.017471526186745034,-10.924938857741429
286,0.19,0.15,0.34,0.03,0.03,0.26,-0.09330587504677632,0.018794039144313466,-4.964652586403066
287,0.11,0.23,0.02,0.26,0.14,0.24,-0.06778051999803164,0.014943265070779012,-4.535857436576821
288,0.01,0.24,0.31,0.18,0.14,0.12,-0.07945544290899766,0.01740644644271892,-4.564713605988987
289,0.01,0.14,0.26,0.01,0.42,0.16,-0.04956560068011894,0.018408940136559138,-2.6924744342931723
290,0.18,0.04,0.11,0.32,0.22,0.13,0.00575581986282666,0.014821085300569727,0.38835346711117064
291,0.14,0.16,0.06,0.27,0.13,0.24,-0.05651185335545855,0.01497563908797812,-3.7735854225295897
292,0.04,0.07,0.51,0.14,0.03,0.21,-0.1048399594250817,0.01963078193077873,-5.340590089318099
293,0.39,0.13,0.03,0.24,0.17,0.04,0.05494779126505698,0.01577025258668323,3.484268305978573
294,0.42,0.24,0.07,0.02,0.16,0.09,0.018764325793830063,0.017839367517382673,1.0518492752361377
295,0.17,0.45,0.01,0.1,0.24,0.03,-0.02262142960146283,0.016642566715580884,-1.3592512494052071
296,0.17,0.08,0.19,0.05,0.22,0.29,-0.06297772051173098,0.017261717392464807,-3.648404100232947
297,0.19,0.04,0.2,0.34,0.07,0.16,-0.023158062906943406,0.015472199481139145,-1.4967531238964085
298,0.08,0.05,0.26,0.18,0.27,0.16,-0.034014592170957716,0.016672852856023348,-2.040118296771831
299,0.08,0.21,0.28,0.13,0.13,0.17,-0.07720035156771868,0.017294545670319496,-4.463855428142767
300,0.08,0.01,0.33,0.35,0.19,0.04,-0.0024171238803744385,0.01631245482063142,-0.14817658696699315
301,0.02,0.15,0.2,0.47,0.04,0.12,-0.05637410690580734,0.015210923701901953,-3.7061593372372514
302,0.08,0.06,0.19,0.57,0.09,0.01,0.007746055877031158,0.014800389261779458,0.5233683884946582
303,0.36,0.31,0.08,0.09,0.12,0.04,0.009826619710505597,0.017142810147197627,0.5732210545487477
304,0.04,0.17,0.33,0.15,0.3,0.01,-0.01907750259981883,0.017474120074217957,-1.091757554531548
305,0.4,0.05,0.09,0.25,0.08,0.13,0.028544417058596026,0.016248126999360613,1.7567820007634904
306,0.09,0.3,0.02,0.45,0.05,0.09,-0.04134221025365672,0.014265196585083668,-2.898117106699111
307,0.03,0.15,0.04,0.28,0.31,0.19,-0.040021814354414584,0.015053314487313762,-2.6586712440069675
308,0.12,0.34,0.38,0.14,0.01,0.01,-0.06306997144841105,0.018423969754624302,-3.423256349657265
309,0.14,0.2,0.22,0.05,0.31,0.08,-0.018684852954451887,0.017218811984908426,-1.0851418187752084
310,0.24,0.18,0.03,0.11,0.31,0.13,0.005436637459206604,0.015941113133277854,0.34104503328925995
311,0.13,0.12,0.29,0.15,0.01,0.3,-0.10506819089784951,0.017592805045872333,-5.9722250444934515
312,0.54,0.07,0.08,0.09,0.07,0.15,0.03942567640429905,0.018543473066184455,2.1261214802417467
313,0.13,0.4,0.07,0.07,0.16,0.17,-0.07676713703314532,0.016953693379180693,-4.528047978466812
314,0.04,0.49,0.02,0.16,0.2,0.09,-0.07150503429264453,0.016565486077370083,-4.316506860026687
315,0.04,0.04,0.05,0.03,0.35,0.49,-0.11332025049500477,0.01760150669078362,-6.43809944715362
316,0.03,0.17,0.24,0.35,0.13,0.08,-0.04411414076697131,0.015742924296599316,-2.8021566982000006
317,0.16,0.04,0.2,0.34,0.07,0.19,-0.03706572918180726,0.015484373669731414,-2.3937506270765545
318,0.07,0.16,0.07,0.13,0.38,0.19,-0.034630346011204495,0.016148330934904965,-2.1445155013729784
319,0.06,0.02,0.31,0.14,0.41,0.06,0.004063689724423034,0.01750149209603881,0.23219104417632982
320,0.05,0.14,0.16,0.53,0.08,0.04,-0.01737566575138928,0.014660114507989932,-1.1852339722121092
321,0.26,0.26,0.07,0.04,0.07,0.3,-0.08105678662343671,0.01736526665057216,-4.6677536403258175
322,0.01,0.11,0.18,0.01,0.09,0.6,-0.1980177571993215,0.018912617740492174,-10.47014008935224
323,0.14,0.11,0.01,0.34,0.11,0.29,-0.059265202521836854,0.014497528976927741,-4.087951996243991
324,0.35,0.07,0.26,0.02,0.11,0.19,-0.01899539613547986,0.018365668748550213,-1.0342882905899824
325,0.01,0.13,0.11,0.3,0.26,0.19,-0.05099697445294265,0.015284664056825065,-3.3364799032119357
326,0.04,0.41,0.14,0.16,0.02,0.23,-0.1284699695234831,0.0170619668983493,-7.529610758763823
327,0.02,0.22,0.1,0.51,0.02,0.13,-0.06158521941496631,0.014557402686038152,-4.230508748242022
328,0.2,0.1,0.07,0.08,0.13,0.42,-0.09583760175203393,0.01687114828201629,-5.68056187699989
329,0.04,0.22,0.3,0.36,0.05,0.03,-0.04797354453618234,0.01631361092000527,-2.940706675635663
330,0.08,0.33,0.29,0.19,0.04,0.07,-0.07371475410319264,0.01731741816717369,-4.2566826874299215
331,0.25,0.03,0.15,0.33,0.19,0.05,0.036429689917405784,0.015079791546326915,2.4157953248550843
332,0.05,0.39,0.07,0.11,0.02,0.36,-0.1568198557773053,0.017204325627372972,-9.115141108919538
333,0.07,0.22,0.2,0.16,0.28,0.07,-0.028890397718929213,0.016430580031784263,-1.758330969633571
334,0.22,0.06,0.14,0.07,0.49,0.02,0.05825317585830429,0.016837819843644818,3.4596626166119173
335,0.06,0.17,0.45,0.23,0.07,0.02,-0.04917278555740004,0.018140683457791625,-2.7106357746559864
336,0.18,0.11,0.08,0.1,0.11,0.42,-0.10302791771775899,0.016750290601416393,-6.150813748213241
337,0.21,0.1,0.03,0.16,0.02,0.48,-0.11645545388146764,0.016547052519665727,-7.037836723069771
338,0.3,0.11,0.09,0.03,0.17,0.3,-0.044418247073078135,0.017299570747015217,-2.5675924404506882
339,0.02,0.04,0.34,0.19,0.4,0.01,0.006526440387690928,0.017565879627797352,0.37154076687187804
340,0.09,0.09,0.04,0.05,0.52,0.21,-0.012704859993930985,0.017046000179671412,-0.745327927960628
341,0.1,0.24,0.21,0.33,0.02,0.1,-0.05670859089274856,0.01572566998731006,-3.6061160471070517
342,0.04,0.4,0.03,0.44,0.08,0.01,-0.039692831423384575,0.014784236869551432,-2.6848075943056027
343,0.07,0.01,0.05,0.13,0.01,0.73,-0.20366761844379072,0.01788447151319247,-11.387958447279553
344,0.33,0.24,0.08,0.3,0.02,0.03,0.014022952209854634,0.015713089455623643,0.8924376233876709
345,0.26,0.23,0.12,0.09,0.09,0.21,-0.05154799508232129,0.01687286658793739,-3.0550822418742736
346,0.5,0.02,0.19,0.14,0.07,0.08,0.05191894324670182,0.01814453827951137,2.861408895994238
347,0.25,0.32,0.26,0.06,0.1,0.01,-0.020585503687892803,0.01787540078567953,-1.1516107490235636
348,0.11,0.29,0.01,0.03,0.37,0.19,-0.04531953248927224,0.016849008757706282,-2.6897447286650804
349,0.27,0.41,0.03,0.04,0.18,0.07,-0.020338099581431554,0.017250895546494865,-1.1789590590596304
350,0.35,0.18,0.31,0.02,0.08,0.06,-0.004702924848094359,0.01864959622850762,-0.25217301170872036
351,0.24,0.05,0.3,0.33,0.03,0.05,0.0030189018105637785,0.01633208259617902,0.18484487772980446
352,0.16,0.22,0.18,0.38,0.02,0.04,-0.02190748076911901,0.015240731639230252,-1.4374297302583743
353,0.19,0.02,0.06,0.61,0.06,0.06,0.02778070896566265,0.014173536059248822,1.9600408006535943
354,0.23,0.06,0.4,0.22,0.01,0.08,-0.02273459948890346,0.01777334435476426,-1.279140213294146
355,0.07,0.25,0.11,0.11,0.13,0.33,-0.11690205621263305,0.016706457871430498,-6.997417233041708
356,0.19,0.14,0.42,0.15,0.06,0.04,-0.028663071588412255,0.01815809905825872,-1.5785282091726243
357,0.02,0.1,0.09,0.53,0.11,0.15,-0.039575590420775235,0.01432656918551255,-2.7623913240020674
358,0.34,0.23,0.05,0.29,0.05,0.04,0.019589972771398408,0.015605515799957153,1.255323631882273
359,0.29,0.04,0.07,0.46,0.01,0.13,0.011848777129562005,0.014845741937741883,0.7981263031010404
360,0.43,0.05,0.08,0.27,0.09,0.08,0.05067720987306007,0.01627896304661402,3.1130490147282934
361,0.19,0.4,0.11,0.03,0.05,0.22,-0.09624334603398366,0.017788178870327916,-5.410522726108019
362,0.47,0.02,0.14,0.2,0.16,0.01,0.08189709565277972,0.017010371204218666,4.814539005031754
363,0.11,0.33,0.01,0.01,0.04,0.5,-0.17388898394875163,0.017919239638240953,-9.704038087512371
364,0.17,0.12,0.26,0.05,0.36,0.04,0.011222684535063233,0.017377450700924522,0.6458188101472306
365,0.04,0.58,0.29,0.02,0.05,0.02,-0.10666059895386058,0.019796173050599945,-5.387940319638099
366,0.1,0.01,0.18,0.04,0.06,0.61,-0.17272414450360865,0.018649818795109865,-9.261438215630188
367,0.07,0.13,0.22,0.08,0.49,0.01,0.0181582594657271,0.01744132526851192,1.0411054886126978
368,0.3,0.11,0.04,0.08,0.19,0.28,-0.030857980320999845,0.0166282785252197,-1.8557531541342842
369,0.13,0.11,0.12,0.17,0.19,0.28,-0.06478092042060704,0.015933910096192407,-4.065600974872275
370,0.04,0.01,0.39,0.23,0.08,0.25,-0.08969618716650157,0.017911800137475814,-5.007659000104376
371,0.14,0.68,0.02,0.03,0.03,0.1,-0.10520146773827344,0.018935240173573026,-5.555856000448196
372,0.09,0.28,0.38,0.13,0.04,0.08,-0.07714923960639394,0.018324163229892776,-4.210246254548639
373,0.35,0.01,0.32,0.14,0.11,0.07,0.022785674836515328,0.01772663282446468,1.2853921589140505
374,0.03,0.02,0.06,0.48,0.24,0.17,-0.018038157707012933,0.014388572713070067,-1.2536446850372944
375,0.04,0.08,0.4,0.14,0.06,0.28,-0.11405511401138288,0.018608869930219634,-6.1290725572843385
376,0.26,0.19,0.27,0.17,0.09,0.02,-0.0014120191079648589,0.016890519577158467,-0.08359832280555612
377,0.15,0.3,0.04,0.11,0.08,0.32,-0.10619948098794436,0.016509176970914606,-6.432754411382443
378,0.19,0.24,0.09,0.34,0.07,0.07,-0.016721498283290087,0.014856691558814505,-1.1255196499902556
379,0.11,0.46,0.09,0.02,0.03,0.29,-0.1397069707850805,0.018158204955839183,-7.693875640507876
380,0.19,0.46,0.14,0.01,0.04,0.16,-0.09180166483227216,0.018328090875316186,-5.0087958127656576
381,0.49,0.2,0.06,0.04,0.08,0.13,0.018804426757103213,0.018404708245629536,1.021718274809849
382,0.23,0.27,0.03,0.35,0.08,0.04,0.0010399045838546863,0.014717615221935175,0.07065713895718714
383,0.64,0.02,0.01,0.07,0.25,0.01,0.12783682135993227,0.019132173993659247,6.68177183639976
384,0.05,0.03,0.46,0.28,0.02,0.16,-0.07533622221455245,0.018266979616600825,-4.124175085085645
385,0.32,0.08,0.05,0.5,0.03,0.02,0.047950395140295504,0.014743748854825751,3.2522525724250206
386,0.47,0.22,0.01,0.02,0.24,0.04,0.057933739412610395,0.017898816700458287,3.2367357229334073
387,0.22,0.42,0.09,0.09,0.03,0.15,-0.0721475699492048,0.017304041303145307,-4.169405787079967
388,0.02,0.32,0.02,0.08,0.36,0.2,-0.0686515607095846,0.016783216379344164,-4.090488924046589
389,0.34,0.21,0.02,0.08,0.11,0.24,-0.03302203682708134,0.016927269092314814,-1.9508189210552425
390,0.04,0.23,0.21,0.13,0.3,0.09,-0.0411433197673411,0.01685765008615359,-2.4406319716610496
391,0.19,0.33,0.12,0.16,0.1,0.1,-0.04345469679421152,0.01627316986895418,-2.6703277323439014
392,0.06,0.12,0.43,0.1,0.22,0.07,-0.04367916458383726,0.018569182516490007,-2.35223949923745
393,0.03,0.14,0.32,0.03,0.41,0.07,-0.025643187083015155,0.018464784998817475,-1.388761747545796
394,0.06,0.6,0.03,0.15,0.02,0.14,-0.11738445535476084,0.017510025076030694,-6.703842789776886
395,0.02,0.25,0.09,0.04,0.14,0.46,-0.16256413310868326,0.017651990043734356,-9.209394108308262
396,0.35,0.16,0.19,0.15,0.13,0.02,0.028932159296513552,0.016773281193927674,1.724895621912526
397,0.38,0.06,0.12,0.33,0.04,0.07,0.03677288108706693,0.015896810475514417,2.313223847243292
398,0.05,0.04,0.12,0.74,0.04,0.01,0.011579738336155016,0.014751380413412203,0.7849935403758229
399,0.01,0.07,0.27,0.19,0.28,0.18,-0.05450448116207038,0.01698049190896403,-3.2098293414749293
400,0.09,0.44,0.06,0.3,0.06,0.05,-0.05706334524971842,0.015602743899027076,-3.657263467182632
401,0.22,0.16,0.25,0.17,0.1,0.1,-0.024437658086851582,0.016661422411703347,-1.4667209967431134
402,0.1,0.12,0.15,0.25,0.32,0.06,0.004719801501848024,0.015450847648929025,0.3054720109271919
403,0.15,0.07,0.25,0.12,0.19,0.22,-0.0508541696813978,0.016982982153499034,-2.99441930879732
404,0.04,0.11,0.07,0.23,0.32,0.23,-0.047110301351957526,0.015490207282493952,-3.0412957356095935
405,0.42,0.04,0.11,0.12,0.18,0.13,0.03777128470264544,0.01705398563151447,2.2148068796801947
406,0.18,0.07,0.32,0.01,0.19,0.23,-0.057823030640192605,0.01837314383312811,-3.147149511556835
407,0.39,0.06,0.24,0.07,0.14,0.1,0.021626340423119495,0.017853506608150577,1.2113217250692099
408,0.11,0.11,0.01,0.56,0.18,0.03,0.024077652586295108,0.013742947634172052,1.7520006062182507
409,0.08,0.23,0.29,0.01,0.17,0.22,-0.09503791283700647,0.018391160679234415,-5.167586456047574
410,0.3,0.08,0.15,0.07,0.39,0.01,0.06146826710034814,0.01678625860060105,3.6618205737725975
411,0.1,0.19,0.06,0.05,0.41,0.19,-0.03230491267148521,0.016757219354934468,-1.927820600019325
412,0.24,0.16,0.03,0.22,0.07,0.28,-0.05542607076218793,0.015547206137277652,-3.5650180664481206
413,0.04,0.08,0.38,0.44,0.02,0.04,-0.03800707375980089,0.0167781347827216,-2.265274075574909
414,0.43,0.18,0.02,0.03,0.1,0.24,-0.015418278334764737,0.017955847465234577,-0.8586772840779037
415,0.21,0.15,0.02,0.3,0.01,0.31,-0.07056176393910489,0.01514366850213434,-4.659489471072346
416,0.03,0.19,0.08,0.32,0.3,0.08,-0.017304932758845988,0.014987154453666997,-1.1546509921109065
417,0.05,0.16,0.05,0.09,0.64,0.01,0.040099698366498814,0.017416904714598787,2.302343557801484
418,0.02,0.09,0.05,0.58,0.03,0.23,-0.06419511648545864,0.01421928084767745,-4.514652827603736
419,0.23,0.07,0.15,0.14,0.11,0.3,-0.05866515020655259,0.01657323445443049,-3.5397526275186286
420,0.48,0.06,0.3,0.01,0.03,0.12,0.013735250838773548,0.01965382066149218,0.6988590704750394
421,0.52,0.18,0.02,0.06,0.09,0.13,0.031988480608770915,0.018392556089314754,1.7392079955300384
422,0.14,0.01,0.01,0.01,0.19,0.64,-0.14777665988111938,0.0180085320829572,-8.205924791669794
423,0.22,0.04,0.29,0.24,0.15,0.06,0.008126837622507883,0.016387033744648644,0.4959309750101532
424,0.23,0.14,0.47,0.01,0.12,0.03,-0.021346314648796858,0.019484223510879157,-1.0955691735356037
425,0.1,0.31,0.49,0.02,0.01,0.07,-0.09261043398587156,0.02029225086592008,-4.56383249930182
426,0.1,0.05,0.16,0.29,0.27,0.13,-0.009943177055184868,0.015306324696545026,-0.6496123172814479
427,0.35,0.01,0.12,0.02,0.11,0.39,-0.05596976241463844,0.01816905801687451,-3.0804988548474297
428,0.4,0.03,0.11,0.12,0.09,0.25,-0.00782896570577124,0.01732925948991316,-0.45177727936547124
429,0.29,0.04,0.06,0.16,0.29,0.16,0.022770642517314213,0.015829181353771433,1.4385230675172547
430,0.44,0.16,0.01,0.09,0.08,0.22,-0.004312348545077151,0.017535989306931427,-0.24591418651085825
431,0.31,0.2,0.25,0.02,0.19,0.03,0.010118038011988148,0.017858702245654612,0.5665606533335911
432,0.13,0.14,0.08,0.12,0.33,0.2,-0.030232885234371287,0.016044007919132942,-1.8843723704672135
433,0.39,0.16,0.31,0.03,0.03,0.08,-0.005229064851311697,0.018943137324839574,-0.2760400646230326
434,0.08,0.28,0.48,0.01,0.02,0.13,-0.10752556887736814,0.020279206531086235,-5.302257201855552
435,0.31,0.31,0.04,0.14,0.09,0.11,-0.01715167646607609,0.016464420094055594,-1.041741911837431
436,0.61,0.09,0.04,0.12,0.11,0.03,0.09171473666235196,0.018788594191367046,4.881404948566769
437,0.22,0.4,0.19,0.03,0.01,0.15,-0.08163843994618786,0.01828937299159453,-4.463709061196763
438,0.08,0.44,0.17,0.02,0.25,0.04,-0.05498855169540146,0.017992464312640392,-3.056199014204514
439,0.22,0.04,0.33,0.22,0.06,0.13,-0.025036997707229232,0.017078182509020497,-1.4660223764446236
440,0.61,0.23,0.02,0.05,0.07,0.02,0.06995029984070975,0.01950005939290401,3.5871839378173567
441,0.38,0.17,0.19,0.09,0.06,0.11,-0.001984318230016907,0.017658373676949224,-0.11237264916458212
442,0.12,0.05,0.26,0.23,0.03,0.31,-0.09258331587490364,0.016824506467842226,-5.502884500764653
443,0.16,0.23,0.23,0.19,0.05,0.14,-0.059263720144410795,0.016584542774033803,-3.5734310527510718
444,0.58,0.19,0.08,0.05,0.07,0.03,0.062452714178100076,0.019209126978141516,3.251200028463885
445,0.04,0.2,0.08,0.04,0.21,0.43,-0.13535896016957402,0.01734842537860052,-7.8023772887504155
446,0.09,0.1,0.48,0.02,0.12,0.19,-0.0867799227360039,0.019808762675147407,-4.38088557872826
447,0.36,0.01,0.2,0.03,0.35,0.05,0.061104863950016304,0.0175653487824655,3.478716233122217
448,0.03,0.08,0.22,0.02,0.59,0.06,0.012083159298449192,0.018460979649232028,0.65452427379453
449,0.3,0.01,0.23,0.38,0.02,0.06,0.02296869329016823,0.015936317247488348,1.4412798724741895
450,0.4,0.18,0.06,0.19,0.01,0.16,-0.005125520407252233,0.016800372687118936,-0.30508373252826926
451,0.16,0.09,0.13,0.22,0.24,0.16,-0.01640020804385157,0.01544524912599636,-1.061828651002326
452,0.24,0.36,0.1,0.17,0.08,0.05,-0.02458573506538765,0.016350499046205,-1.5036687868615286
453,0.31,0.03,0.05,0.17,0.06,0.38,-0.05740207667181255,0.016588387665014408,-3.4603770921556105
454,0.04,0.05,0.11,0.44,0.24,0.12,-0.011713958794812046,0.014610075312148637,-0.8017726496640029
455,0.31,0.07,0.15,0.04,0.31,0.12,0.02409192284785123,0.01708325372004665,1.4102654706568065
456,0.03,0.04,0.08,0.01,0.15,0.69,-0.19579205229500687,0.018636469330301785,-10.505855418475681
457,0.01,0.12,0.05,0.38,0.01,0.43,-0.13601519700418704,0.015153634150851787,-8.975747708449305
458,0.31,0.16,0.02,0.23,0.14,0.14,0.005325072596537271,0.0154170573563606,0.3454013611968766
459,0.16,0.71,0.06,0.01,0.05,0.01,-0.08213930372510957,0.019428712824210596,-4.227727511765667
460,0.02,0.16,0.56,0.09,0.01,0.16,-0.11474868171623008,0.020555777706165044,-5.582307969881135
461,0.17,0.11,0.08,0.31,0.03,0.3,-0.07175443544651319,0.01517318265109386,-4.729029966652401
462,0.2,0.12,0.09,0.29,0.2,0.1,0.005149125408264694,0.01483246711025399,0.3471523226709195
463,0.03,0.4,0.02,0.11,0.1,0.34,-0.1437682595958848,0.016868241710010418,-8.523013961233781
464,0.2,0.01,0.26,0.43,0.07,0.03,0.018005960893822774,0.015545979071262452,1.1582391055129957
465,0.09,0.29,0.13,0.28,0.12,0.09,-0.04753491386138108,0.015400833661697094,-3.0865156332155967
466,0.18,0.24,0.04,0.09,0.19,0.26,-0.06463472147894053,0.016295054227100297,-3.966523865348454
467,0.31,0.1,0.02,0.02,0.09,0.46,-0.08960019385797313,0.017808391668692705,-5.031346767574243
468,0.05,0.05,0.38,0.16,0.04,0.32,-0.11915835199337506,0.018413031620092186,-6.471414075200425
469,0.06,0.14,0.42,0.08,0.07,0.23,-0.10736099879445825,0.019047412031005167,-5.636513696437984
470,0.02,0.19,0.06,0.43,0.27,0.03,-0.002566994301930232,0.014501449546982471,-0.17701639367937422
471,0.24,0.19,0.03,0.11,0.08,0.35,-0.08229728334734715,0.01652254226880612,-4.980909233485275
472,0.18,0.04,0.13,0.48,0.13,0.04,0.0259049843088952,0.014433708113009487,1.7947560049067601
473,0.09,0.42,0.12,0.05,0.21,0.11,-0.0692997509464981,0.017399126180991726,-3.982944328675942
474,0.27,0.04,0.04,0.02,0.2,0.43,-0.07006158928599787,0.01743600562286238,-4.018213276676852
475,0.31,0.23,0.01,0.02,0.09,0.34,-0.07295880310195196,0.017542741849085185,-4.158916760538012
476,0.16,0.2,0.1,0.17,0.13,0.24,-0.06526289074299414,0.015873511391742503,-4.111433767385853
477,0.41,0.01,0.39,0.02,0.07,0.1,0.011029777632945405,0.019553691998181622,0.5640764738429505
478,0.09,0.14,0.03,0.69,0.03,0.02,0.006440404767821789,0.014035722000127171,0.4588581027583359
479,0.17,0.17,0.01,0.17,0.12,0.36,-0.08704239468366812,0.015737068462637352,-5.531042512163083
480,0.04,0.08,0.12,0.11,0.46,0.19,-0.02525546839871797,0.01684538922752361,-1.4992511041213088
481,0.74,0.02,0.13,0.05,0.03,0.03,0.10683656519833318,0.021347680477897743,5.004598289212081
482,0.17,0.05,0.15,0.5,0.09,0.04,0.01762228737346233,0.01454583436748035,1.2115006212953934
483,0.22,0.13,0.19,0.18,0.15,0.13,-0.01832755902556318,0.016124200899817014,-1.1366491362540125
484,0.42,0.17,0.03,0.13,0.06,0.19,-0.0031032280179690633,0.01714143990523401,-0.18103660107465744
485,0.09,0.17,0.19,0.19,0.25,0.11,-0.03089401288854937,0.016050893306885982,-1.9247534886606936
486,0.02,0.01,0.34,0.18,0.28,0.17,-0.04749163454904861,0.01759579603054746,-2.6990330228084027
487,0.16,0.01,0.26,0.21,0.24,0.12,-0.004741320248528941,0.01633283358354289,-0.2902937952729977
488,0.11,0.04,0.01,0.4,0.23,0.21,-0.017579523964936138,0.014176562382703107,-1.2400413788878044
489,0.08,0.25,0.09,0.11,0.34,0.13,-0.03490148134608149,0.016342360261201505,-2.1356450835893823
490,0.26,0.1,0.06,0.17,0.05,0.36,-0.07238136773900203,0.016313432220778676,-4.43691840928537
491,0.08,0.57,0.09,0.08,0.13,0.05,-0.07992854787931777,0.017871743281030708,-4.472341988268986
492,0.3,0.07,0.19,0.11,0.25,0.08,0.02660517793510738,0.016670115287599985,1.5959804402131257
493,0.31,0.06,0.42,0.01,0.01,0.19,-0.04852119912042441,0.01976050837582911,-2.455463098296354
494,0.07,0.15,0.2,0.23,0.31,0.04,-0.005002697807498464,0.015937126717279305,-0.313902116500991
495,0.34,0.11,0.03,0.26,0.02,0.24,-0.022883942286160572,0.015880154480140355,-1.441040281741536
496,0.33,0.06,0.22,0.19,0.05,0.15,-0.006889960422513844,0.016892690400486184,-0.40786637647224894
497,0.23,0.11,0.01,0.31,0.26,0.08,0.031051333426858244,0.014506187521903805,2.1405578398853513
498,0.18,0.03,0.29,0.03,0.35,0.12,-0.001238615467447031,0.017805600261503827,-0.06956325253043841
499,0.07,0.03,0.29,0.23,0.36,0.02,0.015381624141253072,0.0166632321998095,0.9230876673151636
500,0.13,0.15,0.16,0.03,0.49,0.04,0.020757145538167814,0.01733957090452998,1.1970968400806843
501,0.02,0.4,0.02,0.14,0.41,0.01,-0.018657994536834116,0.01670181113818912,-1.1171240281942916
502,0.19,0.12,0.26,0.07,0.12,0.24,-0.0661785266074775,0.01757943942034981,-3.7645413499858136
503,0.02,0.11,0.2,0.03,0.58,0.06,0.007013738280620175,0.01828666789187867,0.3835438102824113
504,0.03,0.06,0.65,0.13,0.02,0.11,-0.08961680766379676,0.02113543174454345,-4.2401219311232285
505,0.15,0.26,0.19,0.09,0.22,0.09,-0.03365524084393669,0.016818320993898652,-2.001105868781202
506,0.01,0.04,0.05,0.15,0.16,0.59,-0.16264712334021475,0.016966498573539116,-9.586369434756477
507,0.13,0.11,0.38,0.05,0.03,0.3,-0.11238858012587838,0.019035268262710032,-5.904228854291845
508,0.06,0.03,0.29,0.4,0.07,0.15,-0.047508452681431106,0.016029557566999707,-2.9638031170141264
509,0.51,0.09,0.01,0.14,0.19,0.06,0.07666836448428861,0.017349334380691313,4.419095442048517
510,0.08,0.13,0.04,0.06,0.56,0.13,0.0070976524240892735,0.01708906721217231,0.4153329339727631
511,0.03,0.09,0.21,0.27,0.12,0.28,-0.09105060397656346,0.016135861921748644,-5.64274808610263
512,0.21,0.07,0.13,0.05,0.1,0.44,-0.1045472670485679,0.017560030031854912,-5.953706620029299
513,0.36,0.16,0.01,0.14,0.26,0.07,0.04432015438066435,0.016102148646960537,2.752437289729671
514,0.12,0.04,0.19,0.17,0.45,0.03,0.03551182219895672,0.01640790766962585,2.164311435314561
