,aap,adsk,avgo,bud,chtr,cmcsa,crc,dltr,dspg,fb,goog,lbrdk,low,lsxma,lyb,mar,mgm,mpc,pcln,portfolioreturn,portfoliostandarddeviation,px,sbac,stz,unp,wlk,returnoverrisk
114,0.09,0.03,0.01,0.08,0.02,0.06,0.05,0.04,0.03,0.02,0.04,0.08,0.07,0.02,0.06,0.03,0.03,0.06,0.03,0.0575704190476,0.00626797625678,0.02,0.01,0.01,0.06,0.05,9.18484957331
115,0.06,0.08,0.02,0.03,0.02,0.13,0.01,0.01,0.01,0.02,0.01,0.09,0.01,0.08,0.07,0.01,0.03,0.01,0.07,0.11715028261,0.00696972136691,0.02,0.01,0.14,0.01,0.05,16.8084599717
116,0.04,0.09,0.06,0.02,0.03,0.01,0.04,0.02,0.11,0.01,0.03,0.01,0.04,0.02,0.06,0.02,0.06,0.02,0.09,0.126762448037,0.00707931804155,0.1,0.04,0.01,0.01,0.06,17.906025311
117,0.03,0.02,0.02,0.03,0.03,0.02,0.11,0.02,0.03,0.01,0.04,0.01,0.07,0.02,0.03,0.01,0.22,0.01,0.01,0.0986716455991,0.00999421213391,0.02,0.14,0.03,0.03,0.04,9.87287884999
118,0.05,0.02,0.05,0.09,0.04,0.01,0.01,0.09,0.06,0.01,0.02,0.01,0.01,0.01,0.05,0.03,0.06,0.03,0.06,0.120809452044,0.00840424130917,0.13,0.08,0.02,0.05,0.01,14.3748195227
119,0.04,0.08,0.07,0.03,0.04,0.04,0.05,0.03,0.02,0.01,0.04,0.03,0.05,0.01,0.03,0.05,0.01,0.05,0.02,0.117352720224,0.00924097540836,0.02,0.11,0.04,0.06,0.07,12.6991702757
120,0.03,0.01,0.12,0.04,0.06,0.01,0.03,0.03,0.03,0.01,0.04,0.12,0.01,0.02,0.04,0.05,0.09,0.01,0.02,0.121527556459,0.00718767900296,0.06,0.03,0.02,0.08,0.04,16.9077606845
121,0.03,0.03,0.06,0.03,0.05,0.01,0.12,0.01,0.11,0.02,0.02,0.05,0.02,0.02,0.04,0.02,0.05,0.03,0.01,0.0821571337546,0.00654331836783,0.05,0.01,0.01,0.08,0.12,12.5558820672
122,0.09,0.06,0.03,0.11,0.11,0.04,0.03,0.04,0.03,0.02,0.02,0.06,0.06,0.01,0.01,0.01,0.02,0.07,0.05,0.0731084007298,0.00690771314234,0.03,0.03,0.02,0.03,0.02,10.5835895648
123,0.13,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.13,0.01,0.1,0.04,0.01,0.07,0.07,0.08,0.01,0.0799394626317,0.00815240669782,0.03,0.08,0.01,0.03,0.03,9.80562741713
124,0.03,0.03,0.09,0.04,0.02,0.01,0.01,0.01,0.06,0.06,0.12,0.04,0.06,0.15,0.05,0.06,0.01,0.04,0.01,0.121172024659,0.00685296516272,0.03,0.01,0.01,0.04,0.01,17.6816927829
125,0.02,0.02,0.08,0.01,0.09,0.15,0.06,0.02,0.02,0.05,0.01,0.06,0.06,0.06,0.03,0.01,0.04,0.01,0.02,0.0906321114637,0.00721246922227,0.08,0.02,0.03,0.02,0.03,12.5660309487
126,0.14,0.03,0.01,0.03,0.06,0.03,0.01,0.03,0.02,0.08,0.04,0.01,0.04,0.01,0.02,0.02,0.03,0.05,0.08,0.0838032725536,0.00873578074964,0.04,0.1,0.04,0.03,0.05,9.59310620943
127,0.17,0.01,0.01,0.02,0.03,0.11,0.02,0.01,0.05,0.03,0.11,0.01,0.02,0.07,0.03,0.02,0.01,0.07,0.02,0.0392523576375,0.00690764397801,0.03,0.03,0.01,0.03,0.08,5.68245233287
128,0.06,0.1,0.02,0.1,0.01,0.04,0.02,0.1,0.01,0.01,0.13,0.03,0.03,0.09,0.01,0.05,0.03,0.03,0.02,0.101710024054,0.00696252668674,0.02,0.01,0.03,0.04,0.01,14.6082059904
129,0.01,0.05,0.02,0.05,0.04,0.09,0.03,0.02,0.02,0.03,0.01,0.14,0.02,0.04,0.06,0.01,0.01,0.01,0.06,0.127219390265,0.00836375888897,0.09,0.09,0.07,0.01,0.02,15.2107912188
130,0.01,0.02,0.06,0.03,0.01,0.01,0.06,0.04,0.01,0.03,0.06,0.02,0.02,0.01,0.08,0.09,0.06,0.13,0.07,0.116162316771,0.00741210431477,0.01,0.04,0.05,0.06,0.02,15.6719754388
131,0.13,0.02,0.03,0.04,0.12,0.02,0.03,0.01,0.02,0.05,0.01,0.03,0.02,0.01,0.01,0.12,0.05,0.07,0.01,0.0765903951914,0.00791693285677,0.01,0.04,0.04,0.09,0.02,9.67425094756
132,0.07,0.01,0.03,0.02,0.18,0.09,0.03,0.01,0.05,0.03,0.08,0.01,0.01,0.01,0.01,0.02,0.04,0.04,0.02,0.109616572473,0.00741323861835,0.01,0.01,0.07,0.01,0.14,14.7865970754
133,0.01,0.1,0.17,0.04,0.03,0.09,0.02,0.04,0.01,0.03,0.02,0.04,0.06,0.05,0.04,0.06,0.03,0.04,0.02,0.133416110807,0.0073529719625,0.04,0.03,0.01,0.01,0.01,18.1445151005
134,0.06,0.02,0.06,0.01,0.05,0.03,0.14,0.08,0.05,0.02,0.01,0.02,0.05,0.03,0.01,0.05,0.01,0.01,0.03,0.0402036916454,0.00761554804215,0.02,0.03,0.03,0.1,0.08,5.27915934912
135,0.03,0.1,0.01,0.06,0.01,0.04,0.01,0.01,0.02,0.04,0.02,0.06,0.06,0.04,0.03,0.03,0.08,0.06,0.01,0.157272683656,0.00655193978146,0.04,0.02,0.11,0.04,0.07,24.0039879641
136,0.03,0.01,0.02,0.01,0.03,0.15,0.01,0.04,0.09,0.01,0.05,0.01,0.05,0.01,0.02,0.09,0.09,0.04,0.07,0.126893872678,0.00685439786606,0.07,0.02,0.03,0.02,0.03,18.5127673002
137,0.01,0.03,0.06,0.05,0.02,0.02,0.02,0.07,0.03,0.01,0.02,0.02,0.04,0.02,0.04,0.02,0.04,0.2,0.08,0.129224895481,0.00724467807018,0.04,0.06,0.01,0.03,0.06,17.8372170895
138,0.01,0.02,0.01,0.02,0.05,0.11,0.01,0.03,0.03,0.02,0.01,0.14,0.02,0.04,0.03,0.04,0.01,0.06,0.07,0.132331849899,0.010024260364,0.04,0.14,0.05,0.03,0.01,13.2011584988
139,0.02,0.01,0.01,0.01,0.02,0.04,0.06,0.09,0.02,0.07,0.01,0.11,0.12,0.09,0.08,0.02,0.07,0.03,0.05,0.0880774425929,0.00700294878165,0.01,0.02,0.01,0.01,0.02,12.5771935993
140,0.04,0.03,0.1,0.01,0.03,0.04,0.02,0.13,0.02,0.01,0.02,0.11,0.11,0.03,0.03,0.06,0.01,0.01,0.01,0.116452894011,0.00745982171585,0.02,0.03,0.05,0.01,0.07,15.6106805828
141,0.03,0.05,0.07,0.01,0.02,0.03,0.03,0.03,0.12,0.01,0.01,0.01,0.01,0.01,0.02,0.13,0.02,0.05,0.14,0.13663882899,0.00735171162684,0.02,0.04,0.02,0.05,0.07,18.5859886685
142,0.05,0.01,0.02,0.05,0.1,0.04,0.01,0.05,0.06,0.02,0.02,0.05,0.07,0.01,0.07,0.07,0.04,0.02,0.02,0.121606114653,0.00742896014244,0.03,0.03,0.08,0.04,0.04,16.3691973468
143,0.01,0.02,0.02,0.04,0.01,0.01,0.06,0.02,0.14,0.01,0.12,0.02,0.03,0.05,0.03,0.01,0.08,0.03,0.13,0.114081684243,0.00695733014307,0.03,0.02,0.06,0.03,0.02,16.3973366071
144,0.06,0.04,0.03,0.01,0.04,0.01,0.05,0.1,0.04,0.01,0.04,0.02,0.11,0.04,0.04,0.01,0.02,0.08,0.01,0.0725986016665,0.00769437191457,0.09,0.02,0.01,0.11,0.01,9.43528626801
145,0.01,0.05,0.01,0.02,0.01,0.04,0.01,0.08,0.08,0.01,0.02,0.11,0.04,0.06,0.05,0.03,0.06,0.02,0.06,0.139504003636,0.00680382454318,0.05,0.03,0.02,0.07,0.06,20.5037626633
146,0.06,0.07,0.09,0.06,0.03,0.03,0.05,0.02,0.09,0.07,0.01,0.06,0.03,0.02,0.08,0.04,0.02,0.01,0.03,0.106294137808,0.00636984923064,0.02,0.01,0.01,0.01,0.08,16.6870727955
147,0.05,0.03,0.02,0.1,0.03,0.08,0.03,0.07,0.01,0.03,0.07,0.02,0.02,0.13,0.01,0.02,0.03,0.02,0.02,0.0975205741105,0.00658207561422,0.09,0.03,0.01,0.01,0.07,14.816082316
148,0.08,0.03,0.03,0.01,0.03,0.02,0.03,0.04,0.08,0.01,0.02,0.09,0.04,0.16,0.05,0.16,0.01,0.01,0.01,0.0921972884514,0.0072702228856,0.03,0.01,0.01,0.02,0.02,12.6814940755
149,0.07,0.02,0.06,0.08,0.09,0.01,0.02,0.08,0.07,0.02,0.01,0.03,0.02,0.03,0.07,0.08,0.04,0.05,0.01,0.10364127232,0.00747378964346,0.07,0.04,0.01,0.01,0.01,13.8672985546
150,0.1,0.02,0.02,0.03,0.12,0.08,0.02,0.04,0.05,0.02,0.02,0.01,0.01,0.02,0.01,0.04,0.01,0.21,0.01,0.0798612071782,0.00763132783699,0.01,0.05,0.03,0.03,0.04,10.4649163139
151,0.02,0.06,0.05,0.04,0.09,0.01,0.05,0.12,0.01,0.03,0.01,0.02,0.01,0.02,0.04,0.03,0.05,0.03,0.02,0.128410943684,0.00705751182339,0.09,0.01,0.03,0.05,0.11,18.1949314288
152,0.03,0.05,0.03,0.03,0.15,0.13,0.02,0.04,0.01,0.05,0.01,0.02,0.01,0.03,0.06,0.03,0.03,0.01,0.03,0.116669105764,0.00879754539872,0.02,0.08,0.01,0.07,0.05,13.2615519985
153,0.04,0.03,0.01,0.07,0.01,0.01,0.01,0.02,0.06,0.07,0.18,0.03,0.07,0.05,0.06,0.01,0.02,0.07,0.05,0.115822038066,0.00707478645098,0.03,0.04,0.02,0.03,0.01,16.3711002259
154,0.02,0.08,0.02,0.05,0.01,0.01,0.01,0.01,0.04,0.03,0.06,0.04,0.01,0.06,0.09,0.01,0.06,0.05,0.01,0.159291664749,0.00843884409868,0.12,0.09,0.07,0.02,0.03,18.8760051597
155,0.02,0.1,0.05,0.06,0.01,0.02,0.02,0.04,0.07,0.01,0.02,0.03,0.01,0.03,0.05,0.11,0.07,0.07,0.02,0.154063191971,0.00747430505073,0.03,0.05,0.05,0.05,0.01,20.6123767929
156,0.05,0.01,0.09,0.01,0.06,0.03,0.03,0.01,0.02,0.02,0.01,0.08,0.02,0.05,0.01,0.01,0.11,0.06,0.01,0.132790470855,0.00757065223734,0.06,0.06,0.08,0.01,0.1,17.5401625503
157,0.03,0.05,0.02,0.14,0.04,0.07,0.03,0.08,0.06,0.02,0.08,0.07,0.02,0.02,0.01,0.03,0.02,0.01,0.04,0.105476465403,0.00645591949477,0.04,0.02,0.01,0.05,0.04,16.3379462041
158,0.03,0.03,0.02,0.02,0.03,0.01,0.03,0.01,0.1,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.13,0.06,0.13,0.136662542261,0.00945345766912,0.01,0.13,0.02,0.03,0.05,14.4563552347
159,0.02,0.07,0.04,0.04,0.03,0.08,0.02,0.05,0.05,0.11,0.04,0.01,0.05,0.01,0.03,0.02,0.01,0.01,0.05,0.143496002882,0.00735004466668,0.09,0.06,0.01,0.03,0.07,19.5231470541
160,0.01,0.03,0.01,0.07,0.03,0.06,0.03,0.02,0.01,0.03,0.06,0.05,0.01,0.09,0.09,0.04,0.05,0.02,0.06,0.121462647364,0.00690835753141,0.02,0.01,0.09,0.08,0.03,17.5819862842
161,0.06,0.04,0.01,0.06,0.03,0.03,0.06,0.09,0.03,0.05,0.08,0.03,0.01,0.01,0.09,0.01,0.07,0.04,0.04,0.0832704375608,0.00709129524173,0.07,0.03,0.02,0.03,0.01,11.7426273653
162,0.1,0.01,0.06,0.05,0.08,0.03,0.02,0.01,0.04,0.06,0.06,0.07,0.04,0.03,0.04,0.02,0.04,0.02,0.05,0.0843224448834,0.00685649117298,0.03,0.02,0.04,0.04,0.04,12.2981919988
163,0.09,0.03,0.01,0.04,0.01,0.16,0.05,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.04,0.04,0.15,0.01,0.0725323886889,0.00650309833395,0.11,0.02,0.05,0.01,0.05,11.1535125204
164,0.07,0.01,0.02,0.01,0.06,0.05,0.1,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.06,0.03,0.06,0.03,0.07,0.0648178401864,0.00677110479308,0.06,0.01,0.04,0.06,0.12,9.57271260263
165,0.01,0.01,0.02,0.02,0.03,0.01,0.13,0.07,0.01,0.01,0.15,0.06,0.04,0.04,0.02,0.02,0.03,0.12,0.04,0.061859408633,0.00772883813723,0.05,0.06,0.01,0.01,0.03,8.00371382279
166,0.01,0.03,0.07,0.02,0.02,0.09,0.01,0.04,0.01,0.01,0.02,0.16,0.02,0.03,0.08,0.04,0.04,0.09,0.01,0.133003651596,0.00845557334868,0.02,0.09,0.05,0.03,0.01,15.7297023054
167,0.01,0.01,0.06,0.01,0.1,0.01,0.02,0.03,0.03,0.02,0.02,0.01,0.02,0.06,0.03,0.05,0.08,0.07,0.13,0.138003146505,0.00768979511885,0.1,0.05,0.02,0.02,0.04,17.9462709177
168,0.07,0.01,0.01,0.02,0.02,0.04,0.01,0.12,0.15,0.01,0.07,0.07,0.08,0.03,0.02,0.02,0.06,0.04,0.07,0.0953731458234,0.00708497635656,0.01,0.03,0.01,0.02,0.01,13.4613216789
169,0.01,0.14,0.01,0.07,0.14,0.02,0.01,0.02,0.05,0.01,0.02,0.01,0.09,0.02,0.01,0.05,0.02,0.02,0.07,0.153868732214,0.00749494126083,0.09,0.02,0.06,0.02,0.02,20.5296782002
170,0.01,0.04,0.04,0.03,0.08,0.04,0.07,0.05,0.18,0.01,0.02,0.06,0.03,0.02,0.02,0.01,0.03,0.02,0.07,0.112120950658,0.00742212707404,0.05,0.03,0.07,0.01,0.01,15.10630976
171,0.1,0.01,0.03,0.07,0.06,0.07,0.02,0.05,0.01,0.01,0.01,0.03,0.04,0.05,0.01,0.01,0.05,0.12,0.01,0.072311113582,0.00663813179767,0.15,0.01,0.03,0.03,0.02,10.8932928399
172,0.02,0.08,0.02,0.07,0.04,0.05,0.03,0.01,0.02,0.16,0.04,0.02,0.05,0.02,0.04,0.03,0.14,0.04,0.01,0.154185878852,0.00659043566661,0.01,0.02,0.03,0.01,0.04,23.395400039
173,0.05,0.06,0.08,0.01,0.02,0.01,0.09,0.03,0.02,0.04,0.01,0.03,0.13,0.02,0.05,0.07,0.06,0.03,0.03,0.0860370240891,0.00808165517603,0.01,0.07,0.01,0.02,0.05,10.6459657354
174,0.02,0.09,0.03,0.02,0.01,0.03,0.02,0.02,0.17,0.02,0.02,0.01,0.04,0.04,0.06,0.01,0.01,0.06,0.09,0.146913273961,0.0117330728593,0.01,0.18,0.02,0.01,0.01,12.5212956334
175,0.02,0.01,0.03,0.13,0.08,0.05,0.02,0.08,0.02,0.03,0.02,0.03,0.08,0.14,0.03,0.01,0.02,0.03,0.01,0.100543406596,0.00698870306084,0.03,0.02,0.05,0.05,0.01,14.3865615295
176,0.07,0.08,0.05,0.08,0.03,0.03,0.04,0.05,0.06,0.01,0.04,0.01,0.01,0.16,0.04,0.01,0.04,0.01,0.03,0.0893859054879,0.00728211489965,0.02,0.04,0.04,0.03,0.02,12.2747178148
177,0.03,0.03,0.04,0.02,0.05,0.06,0.03,0.01,0.04,0.01,0.03,0.04,0.16,0.01,0.05,0.09,0.01,0.02,0.09,0.112651566407,0.00697286813452,0.02,0.02,0.04,0.02,0.08,16.1557000983
178,0.1,0.05,0.03,0.04,0.01,0.02,0.04,0.03,0.04,0.03,0.01,0.01,0.02,0.14,0.01,0.02,0.02,0.02,0.01,0.104270818683,0.0072577847227,0.01,0.02,0.18,0.04,0.1,14.3667555138
179,0.02,0.01,0.06,0.01,0.01,0.07,0.05,0.04,0.02,0.01,0.01,0.03,0.04,0.07,0.06,0.03,0.01,0.04,0.04,0.118304597995,0.00774523940747,0.09,0.04,0.14,0.04,0.06,15.2744920811
180,0.02,0.07,0.02,0.05,0.07,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.06,0.02,0.02,0.03,0.02,0.1,0.08,0.147753908801,0.00900461107789,0.04,0.1,0.12,0.01,0.02,16.4086941149
181,0.01,0.05,0.02,0.02,0.02,0.1,0.03,0.03,0.04,0.12,0.03,0.04,0.01,0.06,0.03,0.03,0.08,0.03,0.02,0.157346960208,0.00667731614029,0.02,0.04,0.04,0.01,0.12,23.5644017599
182,0.01,0.02,0.01,0.08,0.03,0.08,0.01,0.11,0.01,0.05,0.04,0.03,0.03,0.07,0.07,0.05,0.03,0.07,0.02,0.128243991119,0.00677738190503,0.02,0.01,0.06,0.05,0.04,18.9223497976
183,0.09,0.03,0.06,0.01,0.04,0.06,0.03,0.07,0.03,0.02,0.08,0.04,0.01,0.03,0.06,0.03,0.03,0.01,0.02,0.0687161170145,0.00830062408688,0.01,0.02,0.01,0.18,0.03,8.27842777787
184,0.02,0.04,0.06,0.1,0.1,0.02,0.02,0.03,0.08,0.05,0.04,0.06,0.03,0.04,0.08,0.04,0.01,0.03,0.04,0.122059471959,0.00700805855354,0.04,0.03,0.01,0.02,0.01,17.4170165713
185,0.03,0.01,0.01,0.04,0.04,0.01,0.09,0.08,0.1,0.05,0.03,0.02,0.01,0.06,0.04,0.02,0.01,0.02,0.08,0.0950516990983,0.0105758552097,0.01,0.15,0.04,0.01,0.04,8.98761350389
186,0.03,0.01,0.02,0.04,0.05,0.02,0.02,0.12,0.02,0.1,0.01,0.03,0.13,0.03,0.09,0.01,0.02,0.04,0.02,0.111936504108,0.00729867356891,0.13,0.03,0.01,0.01,0.01,15.3365543823
187,0.04,0.03,0.06,0.01,0.01,0.13,0.01,0.05,0.1,0.03,0.01,0.17,0.03,0.03,0.03,0.01,0.03,0.04,0.07,0.108131578261,0.00651450446232,0.04,0.02,0.02,0.01,0.02,16.5985884094
188,0.02,0.29,0.05,0.01,0.01,0.06,0.04,0.01,0.03,0.01,0.02,0.03,0.07,0.05,0.01,0.04,0.05,0.02,0.03,0.156369638742,0.00877415331872,0.02,0.07,0.02,0.02,0.02,17.8216214216
189,0.04,0.01,0.01,0.02,0.01,0.09,0.05,0.01,0.01,0.07,0.05,0.01,0.17,0.06,0.1,0.04,0.02,0.02,0.06,0.0824218320784,0.00778465135016,0.03,0.06,0.03,0.01,0.02,10.587735837
190,0.06,0.02,0.04,0.06,0.04,0.04,0.03,0.01,0.13,0.02,0.02,0.01,0.04,0.02,0.07,0.03,0.03,0.01,0.01,0.0974306104582,0.00758469254287,0.1,0.03,0.01,0.14,0.03,12.8456901723
191,0.03,0.08,0.02,0.05,0.06,0.02,0.03,0.02,0.08,0.01,0.02,0.11,0.01,0.02,0.02,0.03,0.02,0.06,0.01,0.129981329518,0.00715834769769,0.06,0.04,0.05,0.1,0.05,18.1580072675
192,0.04,0.12,0.08,0.02,0.04,0.04,0.03,0.07,0.05,0.02,0.01,0.01,0.04,0.02,0.09,0.04,0.05,0.02,0.05,0.127738579908,0.00690317956544,0.03,0.01,0.02,0.03,0.07,18.5043107595
193,0.03,0.02,0.02,0.03,0.01,0.13,0.01,0.02,0.04,0.01,0.06,0.01,0.03,0.12,0.02,0.08,0.04,0.06,0.01,0.11256090338,0.00735374774495,0.02,0.01,0.05,0.14,0.03,15.3066038275
194,0.01,0.03,0.01,0.02,0.02,0.04,0.11,0.05,0.02,0.01,0.05,0.01,0.09,0.13,0.03,0.11,0.01,0.01,0.01,0.0796117907546,0.00786781344541,0.07,0.05,0.03,0.05,0.03,10.1186678239
195,0.05,0.07,0.03,0.02,0.03,0.05,0.01,0.07,0.04,0.02,0.06,0.01,0.02,0.1,0.03,0.02,0.02,0.05,0.02,0.12974777598,0.00934401051304,0.02,0.12,0.02,0.04,0.08,13.8856624572
196,0.07,0.01,0.02,0.13,0.03,0.05,0.04,0.07,0.01,0.01,0.03,0.01,0.01,0.09,0.04,0.02,0.03,0.02,0.01,0.081755131058,0.0107313375835,0.04,0.16,0.02,0.06,0.02,7.61835422863
197,0.05,0.03,0.01,0.01,0.07,0.02,0.01,0.01,0.04,0.06,0.04,0.02,0.05,0.01,0.06,0.08,0.07,0.04,0.01,0.15368471474,0.00929793644619,0.06,0.11,0.07,0.01,0.06,16.5289057018
198,0.01,0.12,0.02,0.03,0.04,0.05,0.02,0.01,0.01,0.06,0.02,0.02,0.02,0.02,0.04,0.05,0.08,0.08,0.05,0.157734696105,0.00679915661704,0.01,0.03,0.01,0.1,0.1,23.1991561585
199,0.04,0.1,0.03,0.02,0.06,0.01,0.09,0.01,0.01,0.03,0.06,0.01,0.03,0.01,0.05,0.01,0.07,0.05,0.06,0.10596283213,0.00718653931579,0.03,0.02,0.1,0.03,0.07,14.7446256777
200,0.08,0.01,0.02,0.01,0.07,0.03,0.04,0.01,0.05,0.01,0.02,0.16,0.07,0.03,0.02,0.14,0.04,0.02,0.01,0.0855205075243,0.00739179044788,0.02,0.03,0.01,0.07,0.03,11.5696607104
201,0.09,0.08,0.09,0.07,0.02,0.04,0.01,0.06,0.03,0.12,0.01,0.01,0.03,0.03,0.02,0.04,0.09,0.02,0.01,0.118439114441,0.0069032961331,0.01,0.02,0.04,0.05,0.01,17.1568931939
202,0.03,0.01,0.04,0.13,0.01,0.07,0.02,0.14,0.07,0.02,0.01,0.02,0.1,0.01,0.02,0.03,0.01,0.02,0.07,0.106369264617,0.00689915102764,0.02,0.04,0.01,0.02,0.08,15.4177324414
203,0.06,0.05,0.01,0.01,0.1,0.02,0.08,0.04,0.07,0.04,0.02,0.01,0.11,0.02,0.02,0.08,0.03,0.04,0.07,0.0697794684376,0.00736269525193,0.01,0.01,0.02,0.07,0.01,9.47743537522
204,0.11,0.01,0.01,0.02,0.06,0.08,0.06,0.12,0.02,0.01,0.05,0.02,0.02,0.07,0.01,0.03,0.03,0.03,0.01,0.0525291261024,0.00840140875089,0.06,0.07,0.05,0.02,0.03,6.25241880974
205,0.07,0.04,0.01,0.07,0.07,0.01,0.01,0.05,0.02,0.03,0.05,0.01,0.03,0.12,0.01,0.11,0.02,0.01,0.04,0.112556812138,0.00725302354513,0.08,0.02,0.05,0.05,0.02,15.5186056461
206,0.06,0.01,0.05,0.06,0.05,0.03,0.08,0.05,0.07,0.06,0.06,0.01,0.02,0.02,0.02,0.01,0.02,0.06,0.01,0.0876323089045,0.00701936656977,0.02,0.05,0.03,0.03,0.12,12.4843613784
207,0.06,0.09,0.05,0.02,0.06,0.16,0.01,0.01,0.01,0.03,0.07,0.05,0.01,0.05,0.01,0.02,0.05,0.04,0.04,0.112844483424,0.00733487257513,0.04,0.03,0.07,0.01,0.01,15.3846549164
208,0.05,0.08,0.02,0.08,0.08,0.01,0.01,0.01,0.01,0.03,0.08,0.07,0.02,0.06,0.03,0.01,0.03,0.11,0.03,0.123461385739,0.00704203223743,0.01,0.05,0.03,0.03,0.06,17.5320676726
209,0.13,0.03,0.01,0.02,0.04,0.01,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.05,0.01,0.13,0.1,0.01,0.01,0.10786546793,0.00827698101839,0.09,0.05,0.15,0.02,0.02,13.0319820343
210,0.03,0.01,0.01,0.05,0.05,0.1,0.01,0.01,0.06,0.1,0.06,0.01,0.07,0.02,0.02,0.02,0.04,0.1,0.06,0.122444804248,0.00619595362193,0.05,0.01,0.02,0.04,0.05,19.7620595182
211,0.01,0.03,0.03,0.02,0.03,0.01,0.01,0.04,0.02,0.04,0.11,0.14,0.01,0.04,0.05,0.05,0.06,0.11,0.01,0.153228299847,0.00673532009811,0.02,0.04,0.01,0.01,0.1,22.7499654976
212,0.01,0.02,0.03,0.01,0.08,0.07,0.02,0.05,0.06,0.06,0.06,0.04,0.04,0.09,0.01,0.09,0.02,0.04,0.03,0.138877164424,0.00692273904701,0.04,0.02,0.01,0.02,0.08,20.0610139254
213,0.01,0.2,0.07,0.04,0.01,0.02,0.05,0.11,0.02,0.04,0.03,0.03,0.01,0.02,0.04,0.02,0.02,0.05,0.03,0.139935304565,0.00754040014257,0.03,0.04,0.01,0.06,0.04,18.5580740968
214,0.02,0.05,0.02,0.14,0.09,0.02,0.04,0.09,0.01,0.02,0.06,0.02,0.03,0.02,0.05,0.02,0.01,0.03,0.01,0.100376247453,0.00767167151755,0.03,0.01,0.05,0.14,0.02,13.0840126853
215,0.02,0.02,0.08,0.12,0.01,0.01,0.01,0.02,0.02,0.19,0.05,0.03,0.15,0.02,0.01,0.02,0.05,0.04,0.01,0.139970482542,0.00624901590199,0.02,0.01,0.03,0.04,0.02,22.3988040257
216,0.08,0.07,0.05,0.09,0.03,0.03,0.02,0.01,0.01,0.03,0.04,0.03,0.07,0.02,0.06,0.08,0.01,0.06,0.03,0.0980031863237,0.00654404857114,0.09,0.01,0.03,0.03,0.02,14.975925875
217,0.03,0.06,0.01,0.07,0.01,0.01,0.03,0.05,0.04,0.06,0.02,0.03,0.05,0.08,0.02,0.08,0.05,0.02,0.04,0.148174148855,0.00648644581032,0.02,0.02,0.08,0.01,0.11,22.8436578657
218,0.01,0.02,0.08,0.01,0.04,0.02,0.03,0.01,0.08,0.04,0.06,0.06,0.02,0.03,0.03,0.01,0.08,0.01,0.07,0.148830313206,0.00688002457994,0.13,0.04,0.01,0.01,0.1,21.6322356813
219,0.06,0.02,0.06,0.01,0.01,0.06,0.08,0.14,0.01,0.01,0.02,0.01,0.01,0.03,0.12,0.05,0.01,0.02,0.02,0.0744528489366,0.00862659621833,0.05,0.07,0.04,0.02,0.07,8.63061711158
220,0.04,0.01,0.03,0.02,0.04,0.11,0.09,0.04,0.02,0.01,0.01,0.15,0.01,0.02,0.09,0.01,0.04,0.02,0.04,0.0631894627157,0.0087474211108,0.06,0.1,0.01,0.01,0.02,7.22378194846
221,0.01,0.02,0.02,0.11,0.03,0.03,0.02,0.06,0.06,0.01,0.02,0.01,0.01,0.03,0.05,0.05,0.02,0.16,0.12,0.118527180349,0.00650336866416,0.02,0.01,0.06,0.06,0.01,18.2255053449
222,0.01,0.04,0.01,0.01,0.01,0.11,0.03,0.08,0.06,0.07,0.01,0.05,0.02,0.06,0.07,0.04,0.02,0.02,0.11,0.118408226303,0.00676122175002,0.02,0.02,0.01,0.06,0.06,17.5128446723
223,0.04,0.08,0.02,0.04,0.01,0.03,0.03,0.01,0.02,0.06,0.04,0.02,0.04,0.01,0.1,0.05,0.02,0.01,0.01,0.142918409047,0.00798233727707,0.04,0.02,0.21,0.08,0.01,17.9043310357
224,0.09,0.08,0.03,0.12,0.07,0.01,0.03,0.1,0.06,0.06,0.01,0.01,0.01,0.01,0.02,0.01,0.04,0.02,0.07,0.0946219439132,0.00814670341752,0.02,0.08,0.02,0.02,0.01,11.6147525034
225,0.02,0.02,0.03,0.01,0.08,0.07,0.07,0.13,0.06,0.04,0.01,0.06,0.03,0.01,0.01,0.01,0.03,0.02,0.01,0.0996160748967,0.00757940439616,0.08,0.04,0.01,0.07,0.08,13.1429951075
226,0.07,0.07,0.04,0.07,0.02,0.02,0.03,0.1,0.02,0.03,0.04,0.03,0.05,0.04,0.03,0.01,0.02,0.04,0.05,0.086534475435,0.00785004219393,0.02,0.05,0.02,0.11,0.02,11.0234408042
227,0.01,0.01,0.05,0.09,0.08,0.01,0.03,0.02,0.01,0.05,0.04,0.1,0.05,0.14,0.03,0.03,0.01,0.01,0.01,0.127211998622,0.00709898292965,0.04,0.04,0.06,0.01,0.07,17.9197498969
228,0.01,0.06,0.06,0.02,0.01,0.03,0.06,0.02,0.05,0.04,0.03,0.1,0.02,0.06,0.01,0.01,0.13,0.05,0.04,0.13663542591,0.00664393582481,0.02,0.03,0.05,0.01,0.08,20.5654343319
